code,mean,sd,history_ensemble,mu_sigma_30,naive_30,naive_30_2.0,naive_30_3.0,naive_30_4.0,xgboost_30
stock100668,0.1712507669664485,0.11030319264178849,NA,NA,NA,NA,NA,NA,NA
stock102495,0.1708720151032471,0.220678139854048,NA,NA,NA,NA,NA,NA,NA
stock101276,0.17069814260725533,0.13255860069413988,NA,NA,NA,NA,NA,NA,NA
stock101558,0.17042508041232704,0.11919203630902156,NA,NA,NA,NA,NA,NA,NA
stock101573,0.17015353931983362,0.11143206850026659,NA,NA,NA,NA,NA,NA,NA
stock100826,0.16960067005221455,0.13048968688667378,NA,NA,NA,NA,NA,NA,NA
stock101050,0.16950990185294573,0.18428375457598056,NA,NA,NA,NA,NA,NA,NA
stock102046,0.1693965308097594,0.2878629511810378,NA,NA,NA,NA,NA,NA,NA
stock101007,0.16890552921915022,0.08635344592245281,NA,NA,NA,NA,NA,NA,NA
stock100805,0.16837180416837946,0.12460389348427414,NA,NA,NA,NA,NA,NA,NA
stock103592,0.1682183713719959,0.10119682879892213,NA,NA,NA,NA,NA,NA,NA
stock101467,0.16815024268298598,0.10622935917225895,NA,NA,NA,NA,NA,NA,NA
stock100042,0.16777909740787886,0.0854137211462323,NA,NA,NA,NA,NA,NA,NA
stock100111,0.16705892912108528,0.1386552496666014,NA,NA,NA,NA,NA,NA,NA
stock101504,0.16635320170514334,0.08753988289439384,NA,NA,NA,NA,NA,NA,NA
stock101667,0.16590795901521935,0.1322030575346304,NA,NA,NA,NA,NA,NA,NA
stock102527,0.16583670992539382,0.12079757425253752,NA,NA,NA,NA,NA,NA,NA
stock102621,0.16581430297833988,0.23696052341987967,NA,NA,NA,NA,NA,NA,NA
stock103554,0.16562251446849285,0.26122274835413906,NA,NA,1,NA,1,1,NA
stock101363,0.16532150898249068,0.21806358102813916,NA,NA,NA,NA,NA,NA,NA
stock103510,0.16520038938484893,0.07639558395308862,NA,NA,NA,NA,NA,NA,NA
stock103073,0.16425686836380807,0.1661321519209363,NA,NA,NA,NA,NA,NA,NA
stock101152,0.16376369177220343,0.16525575519273392,NA,NA,NA,NA,NA,NA,NA
stock101424,0.1634627207910176,0.10254374583711055,NA,NA,NA,NA,NA,NA,NA
stock100793,0.16315465978486376,0.10369359302873234,NA,NA,NA,NA,NA,NA,NA
stock103558,0.162291171433165,0.2594320170677955,NA,NA,NA,NA,NA,NA,NA
stock101376,0.1622822269744363,0.10617547207228738,NA,NA,NA,NA,NA,NA,NA
stock103566,0.1622361064365679,0.09939102352476531,NA,NA,NA,NA,NA,NA,NA
stock100163,0.1616313401464289,0.12385806796956833,NA,NA,NA,NA,NA,NA,1
stock102695,0.16119915888299155,0.17221997229054445,NA,NA,NA,NA,NA,NA,NA
stock100694,0.16050331539135207,0.18369428559551923,NA,NA,NA,NA,NA,NA,NA
stock100221,0.16048488370895647,0.14947770003547314,NA,NA,NA,NA,NA,NA,NA
stock102937,0.1603108442375895,0.12943508574890414,NA,NA,NA,NA,NA,NA,NA
stock102056,0.16007197851359067,0.1489544542740044,NA,NA,NA,NA,NA,NA,NA
stock102857,0.15991335219132874,0.10540153460606223,NA,NA,NA,NA,NA,NA,NA
stock102906,0.15985640611170202,0.12738534613324834,NA,NA,NA,NA,NA,NA,NA
stock100574,0.1592352765629982,0.10006221913119208,NA,NA,NA,NA,NA,NA,NA
stock102590,0.15897821388020916,0.2977796300162668,NA,NA,NA,NA,NA,NA,NA
stock101762,0.15887045347075615,0.1076715403840194,NA,NA,NA,NA,NA,NA,NA
stock102274,0.1584127084825759,0.11229952544367341,NA,NA,NA,NA,NA,NA,NA
stock102210,0.15820752621852963,0.1638008442790653,NA,NA,NA,NA,NA,NA,NA
stock101682,0.1579724403960431,0.1489472853631423,NA,NA,NA,NA,NA,NA,NA
stock102663,0.15789884288316228,0.14775905562061073,NA,NA,NA,NA,NA,NA,NA
stock100761,0.15783003058575357,0.1607291923445205,NA,NA,NA,NA,NA,NA,NA
stock101001,0.1572686417782643,0.20823767323411732,NA,NA,NA,NA,NA,NA,NA
stock101127,0.15724847958632074,0.13173133504025333,NA,NA,NA,NA,NA,NA,NA
stock103151,0.15723570548782986,0.31855541736577087,NA,NA,NA,NA,NA,NA,1
stock100965,0.15705562116745939,0.1306973635347114,NA,NA,NA,NA,NA,NA,NA
stock102690,0.15690611207644312,0.12778404308735802,NA,NA,NA,NA,NA,NA,NA
stock101783,0.1565609046471219,0.15819044255402087,NA,1,NA,NA,NA,NA,NA
stock101630,0.15592483714101155,0.1703089954897818,NA,NA,NA,NA,NA,NA,NA
stock101481,0.15551033808374345,0.16331280751119767,NA,NA,NA,NA,NA,NA,NA
stock100477,0.1553718206086743,0.14092326342396594,NA,NA,NA,NA,NA,NA,NA
stock100307,0.15526415559954115,0.16697300526402378,NA,NA,NA,NA,NA,NA,NA
stock100030,0.15507876379009145,0.10435120366218985,NA,NA,NA,NA,NA,NA,1
stock102689,0.15492122087402346,0.1273782402753493,NA,NA,NA,NA,NA,NA,NA
stock100245,0.15457534105522355,0.21740803042872406,NA,NA,NA,1,NA,NA,NA
stock100192,0.15435358353825998,0.07142013417869952,NA,NA,NA,NA,NA,NA,NA
stock101449,0.15394708779791552,0.1230701645354643,NA,NA,NA,NA,NA,NA,NA
stock102226,0.1539391073155426,0.19890289357855467,NA,NA,NA,NA,NA,NA,NA
stock101148,0.1525198088313145,0.18549768020791751,NA,NA,NA,NA,NA,NA,NA
stock103611,0.1520310958687808,0.17466281076069015,NA,NA,NA,NA,NA,NA,NA
stock100634,0.15157934039823864,0.11367227600923649,NA,NA,NA,NA,NA,NA,NA
stock102823,0.15143359359123001,0.17520014846613105,NA,NA,NA,NA,NA,NA,NA
stock102351,0.15137824696136915,0.21734427891770425,NA,NA,NA,NA,NA,NA,NA
stock103017,0.15115003601034743,0.19144045131207155,NA,NA,NA,NA,NA,NA,NA
stock100559,0.15074329984140036,0.11365021262273746,NA,NA,NA,NA,NA,NA,NA
stock101661,0.15068652169998917,0.16723937990037085,NA,NA,NA,NA,NA,NA,NA
stock103125,0.15019380739634616,0.11543586071141736,NA,NA,NA,NA,NA,NA,NA
stock101827,0.14948680781454227,0.1324668645804562,NA,NA,NA,NA,NA,NA,NA
stock100532,0.14945075782984468,0.11629455794050475,NA,NA,NA,NA,NA,NA,NA
stock101903,0.1494018849421858,0.17678268308255496,NA,NA,NA,NA,NA,NA,NA
stock102584,0.14919589616522616,0.2787180272895523,NA,NA,NA,NA,NA,NA,NA
stock102156,0.14886117567772042,0.08286453905953764,NA,NA,NA,NA,NA,NA,NA
stock100752,0.14884174308823164,0.20552507473745937,NA,NA,NA,NA,NA,NA,NA
stock100508,0.14845645840481977,0.15797167236005624,NA,NA,NA,NA,NA,NA,NA
stock103330,0.1478964128651162,0.121796740109641,NA,NA,NA,NA,NA,NA,NA
stock103157,0.1477378429795299,0.1366671959979639,NA,1,NA,NA,1,1,NA
stock103369,0.1474946306183568,0.18477520913171866,NA,NA,NA,NA,NA,NA,NA
stock101594,0.14741096889948582,0.15466861296696743,NA,NA,NA,NA,NA,NA,NA
stock103389,0.14682548968255058,0.11063195395957325,NA,NA,NA,NA,NA,NA,NA
stock101224,0.14671253644212054,0.08794112915269899,NA,NA,NA,NA,NA,NA,NA
stock103239,0.1463755188238563,0.12424385206782067,NA,NA,NA,NA,NA,NA,NA
stock100461,0.14610316763048206,0.1392878361010554,NA,NA,NA,NA,NA,NA,NA
stock100606,0.14604091775256872,0.17764717004435812,NA,NA,NA,NA,NA,NA,NA
stock103196,0.14561096661827821,0.07140389711191514,NA,NA,NA,NA,NA,NA,NA
stock101209,0.14531190908831793,0.10977992051765474,NA,NA,NA,NA,NA,NA,NA
stock100512,0.1452416776649374,0.1721253431652081,NA,NA,NA,NA,NA,NA,NA
stock102644,0.14524008436364808,0.24310747133575905,NA,NA,NA,NA,NA,NA,NA
stock100656,0.14519335090326047,0.1469677598461897,NA,NA,NA,NA,NA,NA,NA
stock103317,0.14433065603223327,0.13830953625802028,NA,NA,NA,NA,NA,NA,NA
stock100469,0.1440478681666012,0.1739723983326268,NA,NA,NA,NA,NA,NA,NA
stock100039,0.14387983584224787,0.1740577061920705,NA,NA,NA,NA,NA,NA,NA
stock101730,0.14379971022423998,0.10924063822674833,NA,NA,NA,NA,NA,NA,NA
stock102877,0.14369975885354988,0.1435142704324902,NA,NA,NA,NA,NA,NA,NA
stock100593,0.14329646291989118,0.1844849461611922,NA,NA,NA,NA,NA,NA,NA
stock101462,0.143280937702234,0.12621149149078792,NA,NA,NA,NA,NA,NA,NA
stock100955,0.14241274334987383,0.14557712812058138,NA,NA,NA,NA,NA,NA,NA
stock100744,0.14227881887266486,0.15670303207566721,NA,NA,NA,NA,NA,NA,NA
stock103249,0.14130152612743838,0.12168228125113979,NA,NA,NA,NA,NA,NA,NA
stock103052,0.1410924238470645,0.08619018050461418,NA,NA,NA,NA,NA,NA,NA
stock102632,0.14095339534202966,0.13238986677025777,NA,NA,NA,NA,NA,NA,NA
stock103189,0.14057114956253824,0.560191049658773,NA,NA,NA,NA,NA,NA,NA
stock100454,0.1402391185723308,0.15505743695186205,NA,NA,NA,NA,NA,NA,NA
stock101578,0.1401509553553323,0.07326125153067248,NA,NA,NA,NA,NA,NA,NA
stock100070,0.13982332988380208,0.10547305949585226,NA,NA,NA,NA,NA,NA,NA
stock102586,0.1395108289916325,0.11026539270485357,NA,NA,NA,NA,NA,NA,NA
stock103385,0.13916530486399503,0.1387792274574891,NA,NA,NA,NA,NA,NA,NA
stock102942,0.13909133639986201,0.1464851958527391,NA,NA,NA,NA,NA,NA,NA
stock101469,0.13869467336108746,0.09356439779499812,NA,NA,NA,NA,NA,NA,NA
stock102443,0.138494010700381,0.14704455659458096,NA,NA,NA,NA,NA,NA,NA
stock101696,0.1384074115170491,0.11448066542330777,NA,NA,NA,NA,NA,NA,NA
stock100876,0.13825953205273314,0.17620222913729047,NA,NA,NA,NA,NA,NA,NA
stock101323,0.13820244128159093,0.15347645307725857,NA,NA,NA,NA,NA,NA,NA
stock102885,0.1377769760489402,0.10017016121348198,NA,NA,NA,NA,NA,NA,NA
stock103590,0.13749537558885278,0.13827726412795413,NA,NA,NA,NA,NA,NA,NA
stock100682,0.13714713256788108,0.12855461878914198,NA,NA,NA,NA,NA,NA,NA
stock101302,0.13676000968334667,0.09846916044659347,NA,NA,NA,NA,NA,NA,NA
stock102158,0.13670323673673335,0.170403113047853,NA,NA,NA,NA,NA,NA,NA
stock102090,0.13632671692752132,0.2119696937456395,NA,NA,NA,NA,NA,NA,NA
stock102454,0.13597545269167038,0.10331545300618143,NA,NA,NA,NA,NA,NA,NA
stock102792,0.1356254083920682,0.116001757176854,NA,NA,NA,NA,NA,NA,NA
stock103059,0.13557781704633903,0.14074075122117044,NA,NA,NA,NA,NA,NA,NA
stock103222,0.13510751775266489,0.10435114586669557,NA,NA,NA,NA,NA,NA,NA
stock100621,0.1350675186536468,0.2170286334669561,NA,NA,NA,NA,NA,NA,NA
stock102543,0.1331675761239981,0.09957195055790723,NA,NA,NA,NA,NA,NA,NA
stock100303,0.13303253026527517,0.11617526247826912,NA,NA,NA,NA,NA,NA,NA
stock100378,0.13125987367285508,0.14707069134194345,NA,NA,NA,NA,NA,NA,NA
stock101979,0.13110221734316488,0.14350100158855916,NA,NA,NA,NA,NA,NA,NA
stock101206,0.13049102856313713,0.1510343283008356,NA,NA,NA,NA,NA,NA,NA
stock101286,0.1304000112689254,0.11152739530833554,NA,NA,NA,NA,NA,NA,NA
stock100300,0.12975298643009092,0.07588598483817569,NA,NA,NA,NA,NA,NA,NA
stock101777,0.12933887285255716,0.10340761386383775,NA,NA,NA,NA,NA,NA,1
stock103153,0.12928806073183732,0.4673933221860481,1,NA,NA,NA,NA,NA,1
stock103199,0.12917430557382512,0.14991428042551633,NA,NA,NA,NA,NA,NA,NA
stock101003,0.12916523486869586,0.10609966873053221,NA,NA,NA,NA,NA,NA,NA
stock100824,0.12899835443428093,0.13264016577169993,NA,NA,NA,NA,NA,NA,NA
stock103180,0.1288012883748564,0.07729313544899344,NA,NA,NA,NA,NA,NA,NA
stock102851,0.12868724953831828,0.09315783699241767,NA,NA,NA,NA,NA,NA,NA
stock101245,0.1284304618386661,0.37272582225352224,NA,NA,NA,NA,NA,NA,NA
stock100051,0.12840855086263264,0.1389044512758105,NA,NA,NA,NA,NA,NA,NA
stock102333,0.1282046997804241,0.1270839584115325,NA,NA,NA,NA,NA,NA,NA
stock101920,0.12795077018695167,0.11819246541721622,NA,NA,NA,NA,NA,NA,NA
stock102287,0.12781881745566367,0.1048975474105009,NA,NA,NA,NA,NA,NA,NA
stock100442,0.12752729835206905,0.1258426153384598,NA,NA,NA,NA,NA,NA,NA
stock103138,0.12716256410683083,0.1238048607746183,NA,NA,NA,NA,NA,NA,NA
stock102770,0.12712533029525944,0.11640389162041118,NA,NA,NA,NA,NA,NA,NA
stock103572,0.12703194255582584,0.12666208871778256,NA,NA,NA,NA,NA,NA,NA
stock102097,0.12681389950133817,0.15216017698172005,NA,NA,NA,NA,NA,NA,NA
stock100437,0.12626108824270324,0.11233404012737119,NA,NA,NA,NA,NA,NA,NA
stock102472,0.12602101041924624,0.14301341601367387,NA,NA,NA,NA,NA,NA,NA
stock101530,0.12597924172637018,0.15892082169944713,NA,NA,NA,NA,NA,NA,NA
stock101697,0.12596625458787095,0.13045768430971058,NA,NA,NA,NA,NA,NA,NA
stock103425,0.1251478885974623,0.20002233577796041,NA,NA,NA,NA,NA,NA,NA
stock101036,0.12512217327993563,0.12837725077875684,NA,NA,NA,NA,NA,NA,NA
stock102406,0.12498235508194605,0.27151118932665175,1,1,1,1,1,1,NA
stock103005,0.12446981656438243,0.10490290335649648,NA,NA,NA,NA,NA,NA,NA
stock101089,0.1240500582458284,0.19319504805310336,NA,NA,NA,NA,NA,NA,NA
stock101351,0.1235133595259694,0.19420618076819363,NA,NA,NA,NA,NA,NA,NA
stock100337,0.1235072425346316,0.12127168676201673,NA,NA,NA,NA,NA,NA,NA
stock100146,0.12350252667582605,0.09475797568097377,NA,NA,NA,NA,NA,NA,NA
stock100801,0.12344128024710702,0.194941515191472,NA,NA,NA,NA,NA,NA,NA
stock103553,0.12336847194073322,0.12012069927196423,NA,NA,NA,NA,NA,NA,NA
stock100690,0.12314401756450083,0.26728421274191405,1,NA,NA,NA,NA,NA,1
stock101225,0.12287840927064668,0.12713798998235062,NA,NA,NA,NA,NA,NA,NA
stock101559,0.12278823895229461,0.1289117962452438,NA,NA,NA,NA,NA,NA,NA
stock102107,0.12268283615385195,0.12738140413940593,NA,NA,NA,NA,NA,NA,NA
stock102029,0.12217498550498633,0.08184413539723862,NA,NA,NA,NA,NA,NA,NA
stock103595,0.12196299708994907,0.15359562211797656,NA,NA,NA,NA,NA,NA,NA
stock101687,0.12196249532161495,0.12992857264711571,NA,NA,NA,NA,NA,NA,NA
stock103506,0.1217280455097413,0.07529053380045174,NA,NA,NA,NA,NA,NA,NA
stock103539,0.1212278080878139,0.07081086058021394,NA,NA,NA,NA,NA,NA,NA
stock102753,0.12022259805618787,0.13278224109430817,NA,NA,NA,NA,NA,NA,NA
stock102249,0.12010949287902843,0.15154021333685577,NA,NA,NA,NA,NA,NA,NA
stock100397,0.11979472287930179,0.12934535485480114,NA,NA,NA,NA,NA,NA,NA
stock101779,0.11979361600624051,0.1188892304270278,NA,NA,NA,NA,NA,NA,NA
stock100432,0.11977679294250262,0.14501702304200134,NA,NA,NA,NA,NA,NA,NA
stock103192,0.11971312480396253,0.11058207630696729,NA,NA,NA,NA,NA,NA,NA
stock101632,0.11952947530018375,0.07821935295103295,NA,NA,NA,NA,NA,NA,NA
stock100484,0.11928625376459956,0.11729019675467131,NA,NA,NA,NA,NA,NA,NA
stock102007,0.11884930393626485,0.11807219892758998,NA,NA,NA,NA,NA,NA,NA
stock102430,0.11878978310784971,0.13002504915471294,NA,NA,NA,NA,NA,NA,NA
stock100714,0.11874101532790066,0.15536784899908462,NA,NA,NA,NA,NA,NA,NA
stock102681,0.11861250668401056,0.1778749873750847,NA,NA,NA,NA,NA,NA,NA
stock102526,0.11835654344748615,0.10289427006161031,NA,NA,NA,NA,NA,NA,NA
stock101022,0.11767470863617116,0.12774014225519634,NA,NA,NA,NA,NA,NA,NA
stock100010,0.11699758665999042,0.13663093769963994,NA,NA,NA,NA,NA,NA,NA
stock103316,0.11672248405927484,0.15258132134776134,NA,NA,NA,NA,NA,NA,NA
stock102895,0.1164735466392653,0.11278556598270754,NA,NA,NA,NA,NA,NA,NA
stock103588,0.11629408252535994,0.12871925005162868,NA,NA,NA,NA,NA,NA,NA
stock102761,0.11609250248396014,0.08560018330922653,NA,NA,NA,NA,NA,NA,NA
stock101975,0.11608057767620945,0.1921095402938692,NA,NA,NA,NA,NA,NA,NA
stock100594,0.11571082935954703,0.12809740415287027,NA,NA,NA,NA,NA,NA,NA
stock102908,0.1155831280900663,0.07462345652406127,NA,NA,NA,NA,NA,NA,NA
stock101521,0.11536563311134873,0.16343729347958127,NA,NA,NA,NA,NA,NA,NA
stock103174,0.1151034131001962,0.13520218047424246,NA,NA,NA,NA,NA,NA,1
stock100788,0.11482497760697451,0.18529309921647752,NA,NA,NA,NA,NA,NA,NA
stock100239,0.11465499590678108,0.11841012308523313,NA,NA,NA,NA,NA,NA,NA
stock103288,0.11453625224071579,0.1009087255635036,NA,NA,NA,NA,NA,NA,NA
stock103172,0.11417247682314018,0.12128997118248308,NA,NA,NA,NA,NA,NA,NA
stock101443,0.11358149687458148,0.14241684802877647,NA,NA,NA,NA,NA,NA,NA
stock102319,0.11356261362499294,0.1522183239504723,NA,NA,NA,NA,NA,NA,NA
stock103318,0.11354503758942325,0.10632296319300033,NA,NA,NA,NA,NA,NA,NA
stock100058,0.11302583743140643,0.22586833887798238,1,1,1,1,1,1,NA
stock101192,0.11293151470053711,0.06666211483260887,NA,NA,NA,NA,NA,NA,NA
stock102359,0.11269930174140212,0.12722315108531523,NA,NA,NA,NA,NA,NA,NA
stock101403,0.11242045217017375,0.1609869975525602,NA,NA,NA,NA,NA,NA,NA
stock100681,0.11216404500237376,0.1859421299623634,NA,NA,NA,NA,NA,NA,NA
stock100028,0.11193776821423758,0.12457609311291397,NA,NA,NA,NA,NA,NA,NA
stock102017,0.11132543827119672,0.12470640973568879,NA,NA,NA,NA,NA,NA,NA
stock100338,0.11071223885115579,0.12941158697443103,NA,NA,NA,NA,NA,NA,NA
stock101538,0.11069093307277417,0.1221908992516254,NA,NA,NA,NA,NA,NA,NA
stock102115,0.11020416712347407,0.11521062353167996,NA,NA,NA,NA,NA,NA,NA
stock101871,0.10970755509053068,0.12479164968285537,NA,NA,NA,NA,NA,NA,NA
stock102576,0.10890755777644508,0.13854140611008936,NA,NA,NA,NA,NA,NA,NA
stock100946,0.10871515538765726,0.1785034096255981,NA,NA,NA,NA,NA,NA,NA
stock100009,0.10833868153473926,0.08955543950302083,NA,NA,NA,NA,NA,NA,NA
stock102587,0.1082022773775726,0.15273917431618475,NA,NA,NA,NA,NA,NA,NA
stock101828,0.10817396990468894,0.08449287036945334,NA,NA,NA,NA,NA,NA,NA
stock100871,0.10723496436237588,0.2341214217999485,NA,NA,NA,NA,NA,NA,NA
stock103285,0.10710599611446746,0.14494500330673604,NA,NA,NA,NA,NA,NA,NA
stock103284,0.10708342368639462,0.10427403623800494,NA,NA,NA,NA,NA,NA,NA
stock102588,0.10672072086290445,0.08155966658813207,NA,1,1,1,1,1,NA
stock101515,0.10670305994448692,0.2340955669005433,NA,NA,NA,NA,NA,NA,NA
stock102566,0.10629920986379515,0.11663017303727506,NA,NA,NA,NA,NA,NA,NA
stock100704,0.10607250509396185,0.17567576376381117,NA,NA,NA,NA,NA,NA,NA
stock101397,0.10579517855528392,0.14421160048287415,NA,NA,NA,NA,NA,NA,NA
stock100439,0.10579014630908286,0.14724737656363684,NA,NA,NA,NA,NA,NA,NA
stock100405,0.10570257578002999,0.10793315945250433,NA,NA,NA,NA,NA,NA,NA
stock103356,0.10543411537312175,0.12443943853855081,NA,NA,NA,NA,NA,NA,NA
stock100488,0.10524195012180342,0.14564103362436173,NA,NA,NA,NA,NA,NA,NA
stock103481,0.10443475716269747,0.15983815651018005,NA,NA,NA,NA,NA,NA,NA
stock101896,0.10425823885312921,0.17196581389718887,NA,NA,NA,NA,NA,NA,NA
stock101195,0.10398649575984756,0.10426720098754227,NA,NA,NA,NA,NA,NA,NA
stock100865,0.1037805956170659,0.12904950363391093,NA,1,NA,NA,NA,NA,NA
stock103158,0.10336080817781262,0.07297905674561272,NA,NA,NA,NA,NA,NA,NA
stock102409,0.10293390961976441,0.11956811016228445,NA,NA,NA,NA,NA,NA,NA
stock103357,0.10263837405549565,0.1339712226176296,NA,NA,NA,NA,NA,NA,NA
stock103191,0.10257928235621216,0.15844590758728108,NA,NA,NA,NA,NA,NA,NA
stock103504,0.10232534740315986,0.22818039145009242,NA,NA,NA,NA,NA,NA,NA
stock100893,0.10178467661999417,0.20353358531296512,NA,NA,NA,NA,NA,NA,NA
stock102065,0.1011870305018935,0.10547199345314615,NA,NA,NA,NA,NA,NA,NA
stock101023,0.10110834385068804,0.13215698969886883,NA,NA,NA,NA,NA,NA,NA
stock101355,0.10088698089566003,0.083279478669728,NA,NA,NA,NA,NA,NA,NA
stock103092,0.10054135881171744,0.12008934171293484,NA,NA,NA,NA,NA,NA,NA
stock101507,0.100451199822654,0.12715945794954234,NA,NA,NA,NA,NA,NA,NA
stock100256,0.10044112371205807,0.1798552401652781,NA,NA,NA,NA,NA,NA,NA
stock100534,0.10024914949614279,0.16296661228418816,NA,NA,NA,NA,NA,NA,NA
stock101213,0.10022012341608151,0.10567028650847171,NA,NA,NA,NA,NA,NA,NA
stock102015,0.09929252000988194,0.1333904866338924,NA,NA,NA,NA,NA,NA,NA
stock101360,0.09915585281709358,0.09261228522194138,NA,NA,NA,NA,NA,NA,NA
stock100372,0.09914872531722026,0.12499265612114101,NA,NA,NA,NA,NA,NA,NA
stock103074,0.09881811434677631,0.16841809202662422,NA,NA,NA,NA,NA,NA,NA
stock102222,0.09864645942486394,0.12879741088711516,NA,NA,NA,NA,NA,NA,NA
stock103594,0.0985021673831152,0.13000856150440168,NA,NA,NA,NA,NA,NA,NA
stock100320,0.09822129101304584,0.15723050873864958,NA,NA,NA,NA,NA,NA,NA
stock101951,0.09758267501142218,0.1536400764403936,NA,NA,NA,NA,NA,NA,NA
stock102518,0.09757137036985523,0.14780673179032738,NA,NA,NA,NA,NA,NA,NA
stock103528,0.09742085502403125,0.15799316714509123,NA,NA,NA,NA,NA,NA,NA
stock102407,0.0969436518518983,0.1316620703398973,NA,NA,NA,NA,NA,NA,NA
stock102579,0.09684835880712689,0.14668721810178476,NA,NA,NA,NA,NA,NA,NA
stock102523,0.09664971584605311,0.09878898780321316,NA,NA,NA,NA,NA,NA,NA
stock100782,0.09647290019515466,0.0964646774874647,NA,NA,NA,NA,NA,NA,NA
stock103044,0.09641363310289695,0.12374557891375139,NA,NA,NA,NA,NA,NA,NA
stock102660,0.0959552419271168,0.10198603154470035,NA,NA,NA,NA,NA,NA,NA
stock102634,0.09594818837246194,0.12438922764539667,NA,NA,NA,NA,NA,NA,NA
stock102631,0.09588025898706533,0.13508663430042708,NA,NA,NA,NA,NA,NA,NA
stock102094,0.09570412414785964,0.07760376194225421,NA,NA,NA,NA,NA,NA,NA
stock102003,0.09547710337295072,0.1798559496033325,NA,NA,NA,NA,NA,NA,NA
stock100156,0.09546717538908865,0.20898430859269648,NA,1,1,1,1,1,NA
stock102001,0.0954017421811752,0.1331362946025229,NA,NA,NA,NA,NA,NA,NA
stock102398,0.09524309400513808,0.1442601391136178,NA,NA,NA,NA,NA,NA,NA
stock100616,0.09517578701136903,0.2255921161420516,NA,NA,NA,NA,NA,NA,NA
stock102839,0.0950451026991785,0.10074812651527838,NA,NA,NA,NA,NA,NA,NA
stock102827,0.09496439687970334,0.25656468994628384,NA,NA,NA,NA,NA,NA,NA
stock100568,0.094663429687756,0.13512203147121463,NA,NA,NA,NA,NA,NA,NA
stock103142,0.09453405095352355,0.13335147561284583,NA,NA,NA,NA,NA,NA,NA
stock102033,0.0944838378393161,0.13966828414081311,NA,NA,NA,NA,NA,NA,NA
stock100885,0.09447872749298407,0.16840908791879214,NA,NA,NA,NA,NA,NA,NA
stock102492,0.09378755952514126,0.15041954103228952,NA,NA,NA,NA,NA,NA,NA
stock102856,0.09347545347674582,0.09818747821516847,NA,NA,NA,NA,NA,NA,NA
stock101372,0.09332738462292815,0.12386972623008877,NA,NA,NA,NA,NA,NA,NA
stock100371,0.09312576057163137,0.12367655543339487,NA,NA,NA,NA,NA,NA,NA
stock100044,0.09284779515702041,0.08009801283603106,NA,NA,NA,NA,NA,NA,NA
stock101085,0.0928412321951181,0.1085698437822319,NA,NA,NA,NA,NA,NA,NA
stock103188,0.09271249800423366,0.09215149958730792,NA,NA,NA,NA,NA,NA,NA
stock101132,0.09263803271378769,0.11415488146284168,NA,NA,NA,NA,NA,NA,NA
stock102073,0.09254240990981244,0.1246699395710818,NA,NA,NA,NA,NA,NA,NA
stock102334,0.09232215084375975,0.1440104658983049,NA,NA,NA,NA,NA,NA,NA
stock102207,0.09200000584318135,0.10404490336733756,NA,NA,NA,NA,NA,NA,NA
stock102626,0.09195004002452757,0.09664681097962541,NA,NA,NA,NA,NA,NA,NA
stock102837,0.09185160880523316,0.21353018599437676,NA,NA,NA,NA,NA,NA,NA
stock102602,0.09179220108199192,0.083248132779842,NA,NA,NA,NA,NA,NA,NA
stock103587,0.09159316098311249,0.12353035212180759,NA,NA,NA,NA,NA,NA,NA
stock101891,0.09113114688274843,0.12256665510799719,NA,NA,NA,NA,NA,NA,NA
stock103097,0.09088920500842348,0.10299040298121044,NA,NA,NA,NA,NA,NA,NA
stock101084,0.09056119150150894,0.1291879100560631,NA,NA,NA,NA,NA,NA,NA
stock100530,0.09047703471034146,0.1767063896051454,NA,NA,NA,NA,NA,NA,NA
stock103381,0.0903664844644353,0.15101541893605494,NA,NA,NA,NA,NA,NA,NA
stock102982,0.09013953249464722,0.11851701604691901,NA,NA,NA,NA,NA,NA,NA
stock102598,0.08913245443339131,0.14661298018161156,NA,NA,NA,NA,NA,NA,NA
stock100316,0.08911701716590104,0.12071678666952998,NA,1,NA,NA,NA,NA,NA
stock100370,0.08905962772559134,0.17575330165459158,NA,NA,NA,NA,NA,NA,NA
stock103527,0.08887817537229382,0.11922535157039939,NA,NA,NA,NA,NA,NA,NA
stock100361,0.08885420119241931,0.08931526760842694,NA,NA,NA,NA,NA,NA,NA
stock103051,0.08881705809210032,0.10545521538416691,NA,NA,NA,NA,NA,NA,NA
stock100670,0.08848166040814417,0.13444062622406391,NA,NA,NA,NA,NA,NA,NA
stock100849,0.08843589989944195,0.11759706725039397,NA,NA,NA,NA,NA,NA,NA
stock101851,0.08823436404914445,0.12142505495483492,NA,NA,NA,NA,NA,NA,NA
stock101434,0.0882188325233678,0.08412885262203612,NA,NA,NA,NA,NA,NA,NA
stock100168,0.08821863492163654,0.15157815614089432,NA,NA,NA,NA,NA,NA,NA
stock100167,0.0879907248580641,0.09142846973794251,NA,NA,NA,NA,NA,NA,NA
stock100575,0.08787629233348761,0.14279211397217584,NA,NA,NA,NA,NA,NA,NA
stock100197,0.08722157996612194,0.11547743985104358,NA,NA,NA,NA,NA,NA,NA
stock101536,0.08714438245049325,0.142186142645038,NA,NA,NA,NA,NA,NA,NA
stock101141,0.08700606992223088,0.14787316425670088,NA,NA,NA,NA,NA,NA,NA
stock102996,0.08671872531115156,0.14175370379287158,NA,NA,NA,NA,NA,NA,NA
stock100835,0.08633814386156728,0.13657789594016892,NA,NA,NA,NA,NA,NA,NA
