code,mean,sd,history_ensemble,mu_sigma_30,naive_30,naive_30_2.0,naive_30_3.0,naive_30_4.0,xgboost_30
stock102253,0.3219623583435044,0.12796153565960783,NA,1,1,1,1,1,NA
stock101773,0.31980156203916044,0.18731707016445834,NA,NA,NA,NA,NA,NA,NA
stock101200,0.31955093123284767,0.14766579498526936,NA,NA,NA,NA,NA,NA,NA
stock102711,0.31568017428683737,0.21950844682467152,NA,NA,NA,NA,NA,NA,NA
stock101587,0.3131522569993576,0.14143938457115504,NA,NA,NA,NA,NA,NA,NA
stock102988,0.31245432133100115,0.13369435872033358,NA,1,NA,NA,NA,NA,NA
stock102865,0.3123341651044925,0.17908934116376948,NA,NA,NA,NA,NA,NA,NA
stock103591,0.3117564440416641,0.20563002956012805,NA,NA,NA,NA,NA,NA,NA
stock100619,0.3103690068614735,0.2696165295805595,NA,NA,NA,NA,NA,NA,NA
stock102291,0.31025453880441,0.16443909865535403,NA,NA,NA,NA,NA,NA,NA
stock102456,0.3102041351058053,0.22715657122492344,NA,NA,NA,NA,NA,NA,NA
stock101772,0.31005310366236283,0.12887845746823826,NA,NA,NA,NA,NA,NA,NA
stock102412,0.3099950154934011,0.17137966439428828,NA,NA,NA,NA,NA,NA,NA
stock103022,0.309273516721329,0.15528080669047692,NA,NA,NA,NA,NA,NA,NA
stock103449,0.3090205533225325,0.12867984804791588,NA,NA,NA,NA,NA,NA,NA
stock103501,0.3074563272143837,0.17487826028919923,NA,NA,NA,NA,NA,NA,NA
stock102955,0.30709110548060564,0.23536374822488454,NA,NA,NA,NA,NA,NA,NA
stock100933,0.3065042236361653,0.23959793765075302,NA,NA,NA,NA,NA,NA,NA
stock103001,0.30610141649629014,0.19141537174219722,NA,NA,NA,NA,NA,NA,NA
stock102796,0.30404147271199056,0.16763390463639866,NA,NA,1,NA,1,1,NA
stock102465,0.303955603475429,0.1822728751424737,NA,1,NA,NA,NA,NA,NA
stock100677,0.3035083992414813,0.23600257596062724,NA,1,1,1,1,1,NA
stock101821,0.3032032412994135,0.2694128787389849,NA,NA,NA,NA,NA,NA,NA
stock101804,0.30251658620822985,0.19271801553497234,NA,NA,NA,NA,NA,NA,NA
stock101540,0.3009770273793181,0.16397656345113887,NA,NA,NA,NA,NA,NA,NA
stock102679,0.300567115394851,0.1499087673300924,NA,NA,NA,NA,NA,NA,NA
stock102021,0.29751834335613675,0.17944504718096532,NA,NA,NA,NA,NA,NA,NA
stock101135,0.29508913289434247,0.1799510246484472,NA,NA,NA,NA,NA,NA,NA
stock102581,0.29371437510523474,0.20564030712179127,NA,NA,NA,NA,NA,NA,NA
stock102819,0.29345544954161135,0.18306244790678342,NA,NA,NA,NA,NA,NA,NA
stock102991,0.2922811424050414,0.11076619131751596,NA,1,NA,NA,NA,NA,NA
stock100719,0.2898682806223135,0.24829993860831556,NA,NA,NA,NA,1,1,NA
stock101992,0.2872016479629656,0.1487128492218653,NA,NA,NA,NA,NA,NA,NA
stock101556,0.2863965934218425,0.1354583093880551,NA,NA,NA,NA,NA,NA,NA
stock103372,0.2855571464856591,0.15596002841200618,NA,NA,NA,NA,NA,NA,NA
stock101712,0.2851116608942379,0.20323835700073314,NA,NA,NA,NA,NA,NA,NA
stock100395,0.28505404503078235,0.14396777873368644,NA,NA,NA,NA,NA,NA,NA
stock103525,0.2823766593171987,0.17605883514158815,NA,NA,NA,NA,NA,NA,NA
stock101600,0.2818713624873059,0.1730243924995981,NA,NA,NA,NA,NA,NA,NA
stock103443,0.27960155503764544,0.202701828630575,NA,NA,NA,NA,NA,NA,NA
stock100360,0.27935893665220557,0.16964385766966833,NA,NA,NA,NA,NA,NA,NA
stock103368,0.27713331272701763,0.12935628300028745,NA,NA,NA,NA,NA,NA,NA
stock101002,0.27618413726448293,0.1535216761985944,NA,NA,NA,NA,NA,NA,NA
stock101146,0.27236240731646827,0.11521116225984046,NA,NA,NA,NA,NA,NA,NA
stock100369,0.2718700104733949,0.16427807550026766,NA,NA,NA,NA,NA,NA,NA
stock102102,0.270201419647271,0.16111763776434265,NA,NA,NA,NA,NA,NA,NA
stock101009,0.27007577270534894,0.21650425816639854,NA,NA,NA,NA,NA,NA,NA
stock103068,0.2694022261832403,0.2269786137641851,NA,NA,NA,NA,NA,NA,NA
stock102721,0.26919370465188536,0.20812671952290757,NA,NA,NA,NA,NA,NA,NA
stock102773,0.269107521225027,0.20004417032870847,NA,NA,NA,NA,NA,NA,NA
stock102312,0.26818926496204876,0.2807670813158601,NA,NA,1,1,1,1,NA
stock103367,0.26717477480199553,0.1289495561362242,NA,NA,NA,NA,NA,NA,NA
stock101299,0.26521039446256284,0.1568950820894717,NA,NA,NA,NA,NA,NA,NA
stock103580,0.2643823813561101,0.1868332122395327,NA,NA,NA,NA,NA,NA,NA
stock103126,0.2636077428309895,0.34343742808095035,NA,NA,NA,NA,NA,NA,NA
stock102919,0.262711721616299,0.1298056110494383,NA,NA,NA,NA,NA,NA,NA
stock103464,0.26213989598627585,0.20415951323148623,NA,NA,NA,NA,NA,NA,NA
stock101931,0.2596787680135638,0.2655189293369372,NA,NA,NA,NA,NA,NA,NA
stock102505,0.2581537240382541,0.17302378280810943,NA,NA,NA,NA,NA,NA,NA
stock102335,0.25803985426896686,0.20049182906120108,NA,NA,NA,NA,NA,NA,NA
stock101981,0.2546525521578108,0.14254966462788024,NA,NA,NA,NA,NA,NA,NA
stock101711,0.2544521467527315,0.18280253612509284,NA,NA,NA,NA,NA,NA,NA
stock102880,0.2541666104538189,0.10612879396333712,NA,NA,NA,NA,NA,NA,NA
stock101218,0.2523619739159521,0.19009009608985453,NA,NA,NA,NA,NA,NA,NA
stock103349,0.2511636744896078,0.17700924717003214,NA,NA,NA,NA,NA,NA,NA
stock101214,0.2508807965598387,0.20726873735222925,NA,NA,NA,NA,NA,NA,NA
stock100225,0.2500811547126119,0.30503849916737064,NA,NA,NA,NA,NA,NA,NA
stock103361,0.2492912273165491,0.3086984588443481,NA,NA,NA,NA,NA,NA,NA
stock101269,0.2492112361606127,0.15793199409918307,NA,NA,NA,NA,NA,NA,NA
stock100452,0.24823962395486796,0.11805035798006756,NA,NA,NA,NA,NA,NA,NA
stock101191,0.24812400626196549,0.18413061902793224,NA,NA,NA,NA,NA,NA,NA
stock102452,0.2479618101743587,0.18635740167333317,NA,NA,NA,NA,NA,NA,NA
stock101419,0.24760801374683844,0.10686820791177805,NA,NA,NA,NA,NA,NA,NA
stock100603,0.24700925156935377,0.12069008346692436,NA,NA,NA,NA,NA,NA,NA
stock100605,0.2469192141510632,0.21716618845289284,NA,NA,NA,NA,NA,NA,NA
stock102840,0.24656256458387735,0.15532684296112714,NA,NA,NA,NA,NA,NA,NA
stock101969,0.24644235794072375,0.18442557524528305,NA,NA,NA,NA,NA,NA,NA
stock103490,0.24612033104039813,0.09994467201599078,NA,NA,NA,NA,NA,NA,NA
stock102490,0.24610862584290324,0.2143143748191758,NA,NA,NA,NA,NA,NA,NA
stock100994,0.24529501940482593,0.12408312349389122,NA,NA,NA,NA,NA,NA,NA
stock100541,0.2446120050665544,0.19548796544483915,NA,NA,NA,NA,NA,NA,NA
stock102731,0.24443009967040538,0.2832834055566309,NA,NA,NA,NA,NA,NA,NA
stock101378,0.24381180117447707,0.26088296780446757,NA,NA,NA,NA,NA,NA,NA
stock103202,0.24358138171125543,0.16922866753312749,NA,NA,NA,NA,NA,NA,NA
stock100402,0.24275933655292944,0.13176921921900275,NA,NA,NA,NA,NA,NA,NA
stock102846,0.24256206257626378,0.1142146186283313,NA,NA,NA,NA,NA,NA,NA
stock103175,0.24237909639781444,0.18784211246555593,NA,NA,NA,NA,NA,NA,NA
stock102683,0.24128935507860674,0.23678264428043375,NA,NA,NA,NA,NA,NA,NA
stock103482,0.24044352344828765,0.09575265790525037,NA,NA,NA,NA,NA,NA,NA
stock100749,0.23923886249851314,0.18605795220055665,NA,NA,NA,NA,NA,NA,NA
stock102836,0.23738611013303296,0.15862472360556748,NA,NA,NA,NA,NA,NA,NA
stock103109,0.23725362408180867,0.17338693362326815,NA,NA,NA,NA,NA,NA,NA
stock103404,0.23649126341192817,0.1467770543870991,NA,NA,NA,NA,NA,NA,NA
stock102327,0.23567024489972196,0.16264780176396046,NA,NA,NA,NA,NA,NA,NA
stock102453,0.2330581727211717,0.20596894931344045,NA,NA,NA,NA,NA,NA,NA
stock103136,0.23210024689242623,0.1903984353179226,NA,NA,NA,NA,NA,NA,NA
stock102882,0.23059846401226727,0.1687040805691281,NA,NA,NA,NA,NA,NA,NA
stock101280,0.2302919637872221,0.1959301044311754,NA,NA,NA,NA,NA,NA,NA
stock103438,0.22759233478006607,0.141642608213347,NA,1,NA,NA,NA,NA,NA
stock101096,0.22741153798802172,0.1645230476948218,NA,NA,NA,NA,NA,NA,NA
stock100639,0.22739850942094986,0.4134953755085549,NA,NA,NA,NA,NA,NA,1
stock102705,0.22697916638432455,0.09554962624174228,NA,NA,NA,NA,NA,NA,NA
stock103143,0.2269608995740669,0.17220216031595564,NA,NA,NA,NA,NA,NA,NA
stock102704,0.22534946174169299,0.158375119190072,NA,NA,NA,NA,NA,NA,NA
stock100139,0.22473187087174587,0.13403928567738618,NA,NA,NA,NA,NA,NA,NA
stock102777,0.22463442074296272,0.14449653820797706,NA,NA,NA,NA,NA,NA,NA
stock101041,0.22457967327066514,0.1837971610053737,NA,NA,NA,NA,NA,NA,NA
stock100169,0.22457337612120823,0.09872141517084847,NA,NA,NA,NA,NA,NA,NA
stock101870,0.22433968340339785,0.16475692016424304,NA,NA,NA,NA,NA,NA,NA
stock101995,0.2222675527123414,0.17696308839054808,NA,NA,NA,NA,NA,NA,NA
stock100142,0.2221936850588505,0.12416269016476593,NA,NA,NA,NA,NA,NA,NA
stock102973,0.2216057860738303,0.11911752251204827,NA,NA,NA,NA,NA,NA,NA
stock102273,0.22097895876401477,0.0775213926365137,NA,NA,NA,NA,NA,NA,NA
stock100132,0.22053695843318938,0.1781687976811542,NA,NA,NA,NA,NA,NA,NA
stock102967,0.21954857141321368,0.14214145360252914,NA,NA,NA,NA,NA,NA,NA
stock102356,0.21940122785278443,0.17620734194637808,NA,NA,NA,NA,NA,NA,NA
stock101131,0.2192306432059745,0.24589788570056292,NA,NA,NA,NA,NA,NA,NA
stock102845,0.21856106236819864,0.1442219237687893,NA,NA,NA,NA,NA,NA,NA
stock103013,0.21853039277263328,0.125472550258726,NA,NA,NA,NA,NA,NA,NA
stock103350,0.21679726990593431,0.150348260554139,NA,NA,NA,NA,NA,NA,NA
stock101812,0.21593812418547692,0.16800154782655444,NA,NA,NA,NA,NA,NA,NA
stock102136,0.21572005743317696,0.15103711838004708,NA,NA,NA,NA,NA,NA,NA
stock102467,0.21540806746220767,0.18285140423858953,NA,NA,NA,NA,NA,NA,NA
stock100566,0.21436927973661754,0.190629644495433,NA,NA,NA,NA,NA,NA,NA
stock101794,0.21416589438296643,0.20094845922758695,NA,NA,NA,NA,NA,NA,NA
stock100888,0.2138802396868194,0.1420909530300349,NA,NA,NA,NA,NA,NA,NA
stock102365,0.2129507167400605,0.13633679751127473,NA,NA,NA,NA,NA,NA,NA
stock102820,0.2124648578044947,0.18293779585986583,NA,NA,NA,NA,NA,NA,NA
stock103355,0.21049952217324377,0.21901869741080005,NA,NA,NA,NA,NA,NA,NA
stock102242,0.21020494324779704,0.13194442362302036,NA,NA,NA,NA,NA,NA,NA
stock102141,0.21016115645969213,0.1528590329089922,NA,NA,NA,NA,NA,NA,NA
stock102373,0.2099857810866826,0.14634706454467342,NA,NA,NA,NA,NA,NA,NA
stock100887,0.20991450904782644,0.08544994562404755,NA,1,NA,NA,NA,NA,NA
stock101203,0.2089493803312734,0.32291238896892466,NA,NA,NA,NA,NA,NA,NA
stock102070,0.20833459453706638,0.08854478662179298,NA,NA,NA,NA,NA,NA,NA
stock103295,0.20647010855924522,0.14185907518784302,NA,NA,NA,NA,NA,NA,NA
stock100812,0.2054133241605848,0.08187437393376314,NA,NA,NA,NA,NA,NA,NA
stock101038,0.20508109210164607,0.20070605030022848,NA,NA,NA,NA,NA,NA,NA
stock101413,0.205024729847709,0.1349404580561527,NA,NA,NA,NA,NA,NA,NA
stock102832,0.20425130441456452,0.17434500462753078,NA,NA,NA,NA,NA,NA,NA
stock103069,0.20290298505903637,0.14806573631516315,NA,NA,NA,NA,NA,NA,NA
stock102221,0.20286423954132546,0.11737521915908644,NA,NA,NA,NA,NA,NA,NA
stock101890,0.20251829953390452,0.1404369950245745,NA,NA,NA,NA,NA,NA,NA
stock100276,0.20226575305855554,0.21735540591113814,NA,NA,NA,NA,NA,NA,NA
stock102433,0.20175316460625997,0.14513473718226075,NA,NA,NA,NA,NA,NA,NA
stock100100,0.2015526540779749,0.1454821378465213,NA,NA,NA,NA,NA,NA,NA
stock102196,0.20125964975628588,0.11586782408114675,NA,NA,NA,NA,NA,NA,NA
stock103309,0.20114236745643108,0.13821839657564927,NA,NA,NA,NA,NA,NA,NA
stock101924,0.20094646138033742,0.144977073262164,NA,NA,NA,NA,NA,NA,NA
stock102322,0.2008444599790842,0.17395447363782637,NA,NA,NA,NA,NA,NA,NA
stock100333,0.1996346051482724,0.19269504251358807,NA,NA,NA,NA,NA,NA,NA
stock103113,0.19951982330016704,0.11648974088754326,NA,NA,NA,NA,NA,NA,NA
stock102218,0.19885431853167143,0.14711438358808468,NA,NA,NA,NA,NA,NA,NA
stock101189,0.19840518817571534,0.15449832762425178,NA,NA,NA,NA,NA,NA,NA
stock102128,0.1981592304622969,0.1651231193278015,NA,NA,NA,NA,NA,NA,NA
stock101513,0.19810751352731246,0.17540392334856653,NA,NA,NA,NA,NA,NA,NA
stock100959,0.19798418719208888,0.10751657227131091,NA,NA,NA,NA,NA,NA,NA
stock100379,0.1966657741580692,0.14376130482114083,NA,1,NA,NA,NA,NA,NA
stock102060,0.19534853191853663,0.22077004480601498,NA,NA,NA,NA,NA,NA,NA
stock102481,0.195323035356939,0.16466119196113402,NA,NA,NA,NA,NA,NA,NA
stock100819,0.19510842982934853,0.22875823207047696,NA,NA,NA,NA,NA,NA,NA
stock103168,0.1950563795330788,0.20076078645546735,NA,NA,NA,NA,NA,NA,NA
stock102710,0.19446480468660887,0.1302098554648533,NA,NA,NA,NA,NA,NA,NA
stock100498,0.19444655392387108,0.1451588524292046,NA,NA,NA,NA,NA,NA,NA
stock100523,0.19320382016434398,0.11412269324639143,NA,NA,NA,NA,NA,NA,NA
stock101502,0.19278615907551824,0.14569650042823729,NA,NA,NA,NA,NA,NA,NA
stock102382,0.19275112787665427,0.1284855614352089,NA,NA,NA,NA,NA,NA,NA
stock102126,0.1926557569309945,0.15017909896402004,NA,NA,NA,NA,NA,NA,NA
stock101545,0.19148322446879287,0.1095716624920573,NA,NA,NA,NA,NA,NA,NA
stock100851,0.19134757657155996,0.1660677472682943,NA,NA,NA,NA,NA,NA,NA
stock101398,0.19124354858833295,0.1574555449639083,NA,NA,NA,NA,NA,NA,NA
stock101014,0.19105225147299304,0.1305466671238674,NA,NA,NA,NA,NA,NA,NA
stock100355,0.19099205344370668,0.0933320792342443,NA,NA,NA,NA,NA,NA,NA
stock100929,0.19099150531408923,0.22540496577942526,NA,NA,NA,NA,NA,NA,NA
stock102759,0.1907899415498466,0.16593945698434537,NA,NA,NA,NA,NA,NA,NA
stock100970,0.19016810556101654,0.19796649159907734,NA,NA,NA,1,NA,NA,NA
stock101483,0.19008216153410423,0.09911513297143862,NA,NA,NA,NA,NA,NA,NA
stock103480,0.18976404067673744,0.23813902442396573,NA,NA,NA,NA,NA,NA,NA
stock100971,0.18951300370108243,0.1315713489961268,NA,NA,NA,NA,NA,NA,NA
stock103409,0.1889619990320659,0.13744013036891053,NA,NA,NA,NA,NA,NA,NA
stock101738,0.18783011652513662,0.23563087077234468,NA,NA,NA,NA,NA,NA,NA
stock103140,0.18773215807250732,0.19308529064949342,NA,NA,NA,NA,NA,NA,NA
stock103227,0.18715470883669513,0.16699926087068098,NA,NA,NA,NA,NA,NA,NA
stock102594,0.18702468698417488,0.13276657400483008,NA,NA,NA,NA,NA,NA,NA
stock103538,0.1870150447569303,0.14370460450865344,NA,NA,NA,NA,NA,NA,NA
stock103133,0.1864671070828251,0.17576028558739454,NA,NA,NA,NA,NA,NA,NA
stock102199,0.186198565367566,0.22490742708645345,NA,NA,NA,NA,NA,NA,NA
stock102941,0.18541764743009734,0.1739525138040842,NA,1,NA,NA,NA,NA,NA
stock103117,0.1852298305878619,0.17313329861253784,NA,NA,NA,NA,NA,NA,NA
stock100065,0.18520751756059167,0.17971002061493702,NA,NA,NA,NA,NA,NA,NA
stock101287,0.18444970276378958,0.15920131472898097,NA,NA,NA,NA,NA,NA,NA
stock101020,0.18428329417824518,0.1336892082141991,NA,NA,NA,NA,NA,NA,NA
stock101549,0.1841947393144947,0.13105600537135453,NA,NA,NA,NA,NA,NA,NA
stock102916,0.1840035493246927,0.18633830819748376,NA,NA,NA,NA,NA,NA,NA
stock102395,0.18363192724348765,0.17406180437288551,NA,NA,NA,NA,NA,NA,NA
stock102326,0.1832738024806908,0.1267026811917563,NA,NA,NA,NA,NA,NA,NA
stock101143,0.1830495904087204,0.16230412437608308,NA,NA,NA,NA,NA,NA,NA
stock101382,0.182982286227956,0.13763152005870546,NA,NA,NA,NA,NA,NA,NA
stock103469,0.18285629273038032,0.1490227417834962,NA,NA,NA,NA,NA,NA,NA
stock102192,0.18284943100798967,0.10657813305676925,NA,NA,NA,NA,NA,NA,NA
stock103342,0.18274000833797238,0.17446784305278215,1,1,1,1,1,1,NA
stock102521,0.18247189223801097,0.07881032971819771,NA,1,NA,NA,NA,NA,NA
stock100564,0.18202205786028108,0.126536115005872,NA,NA,NA,NA,NA,NA,NA
stock101586,0.18162331337897689,0.20999306903261228,NA,NA,NA,NA,NA,NA,NA
stock100591,0.1811844180630805,0.24457608910109993,NA,NA,NA,NA,NA,NA,NA
stock100222,0.1810598073623878,0.22487068259303522,NA,NA,NA,NA,NA,NA,NA
stock102772,0.18060456529090496,0.13105363850465737,NA,NA,NA,NA,NA,NA,NA
stock102585,0.18025143946924338,0.09941789715857283,NA,NA,NA,NA,NA,NA,NA
stock100284,0.17970441380134186,0.24151054662253407,NA,NA,NA,NA,NA,NA,NA
stock100572,0.1796001785526533,0.21083318641279047,NA,NA,NA,NA,NA,NA,NA
stock103137,0.17957787895944893,0.18204294597175805,NA,NA,NA,NA,NA,NA,NA
stock100312,0.17830326841238067,0.1703442620754407,NA,NA,NA,NA,NA,NA,NA
stock101705,0.17757854950322777,0.1872153935192496,NA,NA,NA,NA,NA,NA,NA
stock101642,0.17687857179546632,0.1447291800209401,NA,NA,NA,NA,NA,NA,NA
stock100962,0.17652153985577235,0.1654178414533811,NA,NA,NA,NA,NA,NA,NA
stock100416,0.17614521420689933,0.12891221791898272,NA,NA,NA,NA,NA,NA,NA
stock100418,0.1755709840785612,0.12899788237928453,NA,NA,NA,NA,NA,NA,NA
stock101943,0.17554312993735594,0.11651289286116541,NA,NA,NA,NA,NA,NA,NA
stock101331,0.1743234456927442,0.12709814272898687,NA,NA,NA,NA,NA,NA,NA
stock101160,0.1738453029577493,0.12451706014269129,NA,NA,NA,NA,NA,NA,NA
stock101246,0.1734762299773457,0.10665678010743658,NA,NA,NA,NA,NA,NA,NA
stock101327,0.17306946294464273,0.10789748449776994,NA,NA,NA,NA,NA,NA,NA
stock100739,0.17303179976880573,0.11660843133773824,NA,NA,NA,NA,NA,NA,NA
stock101976,0.17226313963809997,0.07857225621332802,NA,NA,NA,NA,NA,NA,NA
