"enterprise","record_number","msa","perc_minority","tract_income_ratio","borrower_income_ratio","loan_purpose","federal_guarantee","borrower_race","co_borrower_race","borrower_gender","co_borrower_gender","num_units","affordability","year","type"
1,462,1,3,3,3,8,4,3,9,1,4,1,4,2012,0
2,880,1,3,2,3,8,4,7,5,1,2,1,4,2010,0
1,223,1,2,3,3,1,4,5,5,2,1,1,4,2009,1
2,910,1,3,2,3,2,4,5,7,1,2,1,9,2008,1
2,135,1,2,2,1,2,4,5,9,1,5,1,3,2010,1
2,245,0,1,2,3,8,4,5,9,1,5,1,4,2013,0
1,887,1,1,3,3,1,4,5,5,1,2,1,4,2014,1
2,677,1,3,1,3,8,4,5,5,2,1,1,4,2013,0
1,321,1,3,2,3,2,4,5,5,1,2,1,4,2010,1
1,257,1,1,3,3,2,4,5,5,1,2,1,4,2009,1
1,672,1,3,2,3,1,4,5,5,1,2,1,4,2013,1
1,250,1,3,3,3,1,4,9,9,3,4,1,4,2012,1
1,191,1,2,1,1,2,4,5,5,1,2,3,2,2012,1
1,582,1,2,2,2,2,4,9,9,3,3,1,4,2013,1
1,696,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
2,424,1,2,3,1,1,4,5,9,1,5,1,3,2014,1
1,937,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
2,160,1,3,3,1,2,4,9,9,3,5,1,3,2013,1
1,965,1,2,3,3,1,4,5,5,1,1,1,4,2011,0
1,358,0,1,2,3,8,4,5,5,1,2,1,4,2009,0
2,843,1,2,2,2,1,4,9,9,3,5,1,9,2008,1
1,62,1,2,2,2,1,4,5,9,1,4,1,4,2009,1
1,411,0,1,2,2,8,4,9,9,1,2,1,4,2008,0
1,152,1,3,1,2,2,4,5,5,1,2,1,1,2013,1
2,340,1,3,2,3,2,4,5,5,1,2,1,4,2014,1
1,382,1,2,3,2,1,4,5,9,1,4,1,4,2014,0
1,810,1,1,2,3,2,4,5,5,1,2,1,4,2011,1
1,748,1,2,3,3,8,4,7,9,2,4,1,4,2011,0
1,96,1,1,3,3,1,4,9,9,3,4,1,4,2012,1
1,726,1,3,1,3,2,4,3,9,1,4,2,4,2014,1
2,64,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
1,715,1,2,2,2,8,4,5,5,1,2,1,4,2012,0
1,678,1,1,3,3,1,4,5,5,1,2,1,4,2014,1
1,19,1,1,2,3,1,4,5,5,1,2,1,4,2013,1
1,5,1,2,2,3,1,4,5,5,1,2,1,4,2015,1
1,285,1,2,3,3,1,4,5,5,1,2,1,4,2008,0
1,16,1,2,3,3,1,4,5,5,1,2,1,4,2013,0
1,388,1,2,2,2,8,4,5,5,1,2,1,4,2012,0
2,92,1,3,3,3,1,4,5,5,1,2,1,4,2015,0
1,411,1,3,2,3,2,4,7,7,1,2,1,4,2012,1
1,895,0,2,1,3,2,4,5,5,1,2,1,4,2009,1
2,343,1,1,3,3,8,4,2,2,1,2,1,4,2010,0
1,989,1,1,2,3,2,4,5,5,1,2,1,4,2010,1
1,618,1,3,2,3,1,4,2,9,1,4,1,4,2008,1
2,604,1,2,2,2,8,4,5,9,1,5,1,4,2014,0
2,855,1,2,2,3,8,4,5,5,1,2,1,9,2008,0
1,283,1,1,2,3,8,4,5,5,1,2,1,4,2009,0
1,826,1,1,3,3,1,4,5,9,2,4,1,4,2011,1
2,733,1,1,1,3,2,4,5,9,1,5,1,4,2012,1
1,926,1,2,2,1,8,4,5,9,2,4,1,3,2010,0
1,77,1,1,2,1,1,4,5,9,2,4,1,3,2012,1
1,373,1,3,3,3,8,4,9,9,3,3,1,4,2012,0
2,167,1,2,2,3,1,4,5,5,1,1,1,4,2015,0
2,288,1,1,3,1,2,4,7,9,1,5,1,3,2008,1
1,727,1,1,2,3,1,4,5,5,1,2,1,4,2015,0
1,988,1,3,3,3,8,4,5,5,1,2,1,4,2015,0
2,903,1,1,3,3,1,4,7,5,1,2,1,4,2015,0
1,361,1,1,3,2,8,4,5,5,1,2,1,4,2009,0
2,173,1,3,2,3,8,4,5,5,2,2,1,4,2013,0
2,574,1,1,2,2,8,4,5,9,2,5,1,9,2008,0
1,216,1,1,2,3,8,4,5,5,1,2,1,4,2010,0
1,324,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,383,1,2,2,1,2,4,5,9,1,4,1,3,2013,1
2,920,1,2,2,1,2,4,5,5,1,2,4,3,2011,1
1,968,0,1,2,3,8,4,7,5,1,2,1,4,2014,0
2,95,1,2,2,3,8,4,5,5,2,2,1,4,2015,0
1,221,1,1,2,3,2,4,5,5,1,2,1,4,2012,1
1,103,1,3,2,2,2,4,9,9,3,3,1,4,2013,1
1,426,1,3,2,2,2,4,5,9,2,4,1,4,2013,1
2,538,0,1,2,1,2,4,5,9,2,5,2,3,2008,1
2,777,1,3,3,3,1,4,2,9,2,5,1,4,2015,1
1,545,0,2,3,1,1,4,5,9,1,4,1,3,2008,0
1,446,1,1,3,3,2,4,5,5,1,2,1,4,2008,1
1,788,1,2,3,3,1,4,9,9,2,1,1,4,2011,0
2,560,1,2,1,2,1,4,6,6,1,2,4,1,2015,1
1,451,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
1,537,1,3,2,3,1,4,4,4,1,2,1,4,2015,1
1,404,1,1,3,3,1,4,5,9,2,4,1,4,2011,1
2,46,1,1,3,3,2,4,5,5,1,2,1,9,2009,1
1,479,0,1,2,2,2,4,5,5,1,2,1,4,2013,1
1,648,1,2,3,3,8,4,5,5,2,1,1,4,2009,0
2,360,1,3,1,3,8,4,5,9,1,5,1,4,2014,0
1,85,1,1,3,3,1,4,2,9,1,4,1,4,2014,1
1,669,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
2,770,0,2,1,3,2,4,5,9,1,5,1,9,2009,1
1,665,1,1,2,1,1,4,5,9,1,4,1,3,2010,0
1,3,1,2,2,1,8,4,5,9,1,4,1,3,2015,0
1,518,1,2,3,3,2,4,9,9,3,4,1,4,2013,1
2,740,1,1,3,3,1,4,5,5,1,2,1,4,2010,1
1,579,1,1,2,3,1,4,5,9,1,4,1,4,2010,0
2,778,1,1,3,3,8,4,5,9,1,5,1,9,2009,0
2,150,1,2,3,2,1,4,2,2,1,1,1,4,2013,1
1,868,0,2,2,3,1,4,5,9,1,4,1,4,2011,0
2,882,1,3,3,3,8,4,6,6,2,1,1,9,2009,0
2,670,1,2,2,1,1,4,5,9,2,5,1,3,2009,0
1,639,1,2,3,1,8,4,5,9,2,4,1,3,2012,0
2,695,1,2,3,3,1,4,5,9,1,5,1,4,2014,1
1,17,1,2,1,1,2,4,5,9,1,4,3,2,2013,1
1,353,1,3,2,3,2,4,5,9,1,4,1,4,2014,1
2,567,1,3,3,3,8,4,9,9,1,2,1,9,2009,0
1,936,1,1,3,3,8,4,5,5,1,2,1,4,2012,0
1,724,1,3,2,3,8,4,2,2,1,2,1,4,2010,0
1,61,1,1,3,2,2,4,5,9,2,4,1,4,2011,1
2,318,1,2,3,3,8,4,5,9,1,5,1,4,2010,0
2,317,1,3,3,3,2,4,5,5,1,2,1,4,2014,1
1,992,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,509,0,2,2,2,8,4,5,5,1,2,1,4,2008,0
2,843,1,3,2,3,8,4,5,5,1,2,1,4,2015,0
1,509,0,1,2,1,8,4,5,9,2,4,1,3,2008,0
2,978,1,1,3,3,8,4,5,5,2,1,1,9,2009,0
1,840,1,1,2,2,2,4,5,9,1,4,1,4,2010,1
1,538,1,3,3,3,8,4,9,9,1,4,1,4,2009,0
1,363,0,1,2,2,2,4,5,9,1,3,1,4,2013,1
1,156,1,3,1,3,1,4,5,9,1,4,1,4,2013,0
2,949,1,2,3,3,1,4,9,9,1,5,1,4,2010,1
1,41,1,3,3,3,2,4,5,9,1,4,1,4,2013,1
1,687,1,1,3,3,1,4,9,9,3,3,1,4,2013,1
1,27,1,3,3,3,8,4,5,5,1,2,1,4,2012,0
2,828,1,1,3,3,1,4,5,5,1,2,1,9,2009,0
1,857,1,3,2,3,2,4,5,5,1,2,1,4,2011,1
2,986,1,2,3,2,2,4,9,9,1,5,2,4,2013,1
2,877,1,2,3,2,8,4,5,9,2,5,1,9,2009,0
2,948,1,1,2,2,2,4,5,9,2,5,1,4,2013,1
1,103,1,1,3,3,8,4,9,9,3,4,1,4,2012,0
1,240,1,2,3,3,8,4,2,2,1,2,1,4,2010,0
1,673,1,1,1,1,8,4,5,9,2,4,1,2,2013,0
1,390,1,2,3,3,2,4,5,9,1,4,1,4,2014,1
1,502,1,3,3,3,2,4,2,9,1,4,1,4,2014,1
2,409,1,1,3,3,2,4,5,5,1,2,1,9,2009,1
2,96,1,2,3,2,2,4,5,9,1,5,1,4,2013,1
1,165,1,2,3,1,1,4,5,9,2,4,1,3,2011,1
2,805,1,1,2,3,8,4,5,5,1,2,1,4,2011,0
1,125,1,3,3,3,2,4,3,3,1,2,1,4,2012,1
2,620,1,2,3,3,1,4,5,9,2,5,1,4,2013,1
1,141,1,2,2,1,1,4,5,9,1,4,1,3,2015,1
2,61,1,1,3,2,1,4,5,9,2,5,1,4,2014,0
2,95,1,1,2,3,1,4,5,5,1,2,1,4,2014,0
1,769,1,3,2,3,1,4,5,5,1,2,1,4,2014,0
2,852,1,3,1,1,2,4,7,7,1,2,1,2,2013,1
1,729,0,1,2,3,2,4,5,5,1,2,1,4,2011,1
1,764,1,3,2,3,1,4,5,5,2,2,1,4,2013,1
1,857,1,2,3,2,8,4,5,5,1,2,1,4,2008,0
2,524,1,1,3,2,2,4,5,5,1,2,2,4,2012,1
1,284,0,1,2,3,8,4,5,5,1,2,1,4,2010,0
1,513,1,3,1,1,2,4,5,9,2,4,1,2,2013,1
1,739,1,1,3,3,2,4,5,5,1,1,1,4,2015,1
1,6,0,1,2,3,2,4,5,5,1,2,1,4,2012,1
2,606,1,1,3,3,2,4,5,5,1,2,1,4,2014,1
1,369,1,1,2,9,9,3,5,5,2,1,1,9,2009,0
1,396,1,1,2,1,8,4,5,9,2,4,1,3,2009,0
1,789,1,3,2,2,2,4,3,9,1,4,1,4,2011,1
1,533,1,1,2,3,8,4,9,9,3,4,1,4,2009,0
2,223,1,3,2,3,1,4,5,9,2,5,1,4,2014,0
2,760,0,2,2,2,2,4,5,5,1,2,1,4,2012,1
2,472,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
1,991,1,2,2,2,1,4,5,5,1,2,1,4,2008,1
2,439,1,1,1,1,1,4,5,9,1,5,1,2,2014,0
1,87,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
1,618,0,2,2,3,2,4,5,9,1,3,1,4,2011,1
2,600,1,3,2,3,2,4,3,9,1,5,1,4,2012,1
1,340,1,3,2,3,8,4,5,5,3,3,1,4,2012,0
1,823,1,3,2,2,8,4,7,7,1,2,1,4,2013,0
1,94,1,2,3,3,1,4,2,2,1,2,1,4,2013,1
2,947,0,1,2,3,8,4,5,5,1,2,1,9,2009,0
1,653,1,3,2,3,8,4,7,7,2,2,1,4,2011,0
2,586,0,1,2,3,1,4,5,5,1,2,1,4,2013,1
1,777,1,1,3,3,8,4,5,5,1,2,1,4,2012,0
2,730,1,2,1,2,1,4,5,9,2,5,1,1,2008,1
2,721,1,2,3,3,1,4,5,5,2,1,1,4,2013,0
1,645,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,714,0,1,2,3,2,4,5,5,1,2,1,4,2012,1
1,676,1,3,2,3,2,4,9,9,1,2,1,4,2012,1
1,706,1,3,2,2,2,4,5,5,1,2,1,4,2012,1
2,750,1,1,2,1,1,4,5,9,2,5,1,3,2009,0
1,890,1,3,3,3,8,4,5,9,2,4,1,4,2014,0
1,640,1,1,3,3,2,4,5,9,1,4,1,4,2012,1
1,897,1,2,3,3,1,4,2,2,1,2,1,4,2011,1
2,172,1,2,3,3,1,4,5,9,2,5,1,4,2014,1
1,566,1,2,3,3,8,4,5,9,1,4,1,4,2011,0
2,727,1,3,3,3,2,4,5,5,1,2,1,4,2010,1
1,89,1,3,3,2,2,4,5,5,1,1,1,4,2012,1
2,426,1,2,3,3,1,4,5,9,1,5,1,9,2009,1
2,105,1,2,3,3,2,4,5,5,1,2,1,9,2009,1
2,547,1,3,1,2,2,4,7,9,1,5,1,1,2011,1
1,941,1,2,2,1,1,4,5,9,2,4,1,3,2014,0
2,432,1,3,3,3,8,4,6,6,1,2,1,4,2011,0
1,254,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
2,29,1,1,2,3,8,4,5,9,1,5,1,9,2009,0
1,856,0,2,3,3,1,4,5,5,1,2,1,4,2015,0
1,479,0,1,2,3,2,4,5,9,1,4,1,4,2008,1
2,178,0,2,3,3,2,4,6,6,1,2,1,4,2012,1
1,591,1,3,1,2,1,4,7,9,2,4,1,1,2009,1
2,417,1,1,2,2,2,4,5,9,1,5,1,4,2013,1
1,550,1,1,3,3,2,4,5,5,1,2,1,4,2008,1
1,383,1,3,3,3,2,4,5,9,2,4,1,4,2011,1
1,144,1,3,3,2,2,4,5,9,1,4,1,4,2014,1
1,366,1,1,3,3,8,4,5,5,1,2,1,4,2010,0
1,797,1,2,3,3,2,4,5,9,1,4,1,4,2010,1
1,50,1,1,2,3,8,4,9,9,3,3,1,4,2011,0
1,149,1,3,2,2,2,4,5,9,2,4,1,4,2009,1
2,148,1,2,3,3,2,4,5,9,2,5,1,4,2014,1
1,148,1,1,3,3,8,4,5,9,1,4,1,4,2009,0
1,641,1,3,2,3,8,4,5,5,1,1,1,4,2013,0
1,204,1,1,2,2,2,4,5,5,1,2,1,4,2008,1
2,516,1,1,3,3,8,4,5,5,1,2,1,4,2010,0
2,898,1,3,3,3,1,4,2,9,1,5,1,4,2014,0
2,979,1,2,2,1,8,4,9,9,3,3,1,3,2012,0
1,626,1,2,3,3,1,4,5,5,2,1,1,4,2013,1
2,397,1,2,3,9,8,4,9,9,3,5,1,0,2011,0
1,495,0,1,2,3,1,4,5,5,2,1,1,4,2014,0
2,644,1,3,3,3,8,4,2,9,2,5,1,4,2011,0
1,35,1,2,3,3,8,4,5,9,2,4,1,4,2010,0
1,956,1,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,422,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
1,925,1,3,1,2,2,4,5,9,2,4,4,1,2013,1
1,661,1,2,2,2,2,4,5,9,2,4,1,4,2008,1
1,954,1,2,3,3,2,4,5,5,1,2,1,4,2014,1
1,926,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,847,1,2,1,3,2,4,9,9,3,3,1,4,2013,1
2,409,1,2,3,3,1,4,9,9,1,5,1,9,2008,0
1,686,0,1,2,3,2,4,5,9,1,4,1,4,2010,1
1,207,1,3,3,3,2,4,5,5,1,2,1,4,2014,1
2,242,1,3,2,3,1,4,5,5,2,1,1,4,2013,1
1,829,0,1,2,3,1,4,5,5,1,2,1,4,2013,1
2,170,1,3,3,3,1,4,5,7,1,2,1,4,2012,1
2,792,1,2,2,3,1,4,5,5,1,2,1,9,2008,0
2,48,1,3,2,3,1,4,5,9,2,5,1,4,2014,0
1,720,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,869,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
1,838,1,2,3,3,8,4,9,9,3,3,1,4,2012,0
1,46,1,2,3,1,2,4,5,5,1,2,1,3,2012,1
2,559,1,1,3,3,1,4,9,9,3,3,1,9,2008,0
1,647,1,1,3,3,2,4,9,9,1,4,1,4,2010,1
2,473,1,2,3,2,8,4,5,5,1,2,1,9,2009,0
1,449,1,2,2,2,2,4,5,9,1,4,1,4,2009,1
2,37,1,1,2,2,2,4,5,5,1,2,1,4,2014,1
2,7,0,3,2,3,1,4,5,7,1,2,1,9,2009,1
1,920,1,2,2,3,8,4,5,5,1,2,1,4,2008,0
1,534,1,3,3,3,1,4,5,5,1,2,1,4,2015,0
2,737,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
1,793,1,3,3,2,8,4,5,9,1,4,1,4,2010,0
1,652,0,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,759,1,3,3,3,8,4,5,5,1,1,1,4,2012,0
2,784,1,2,3,2,2,4,5,9,2,5,1,4,2014,1
2,570,1,3,3,3,2,4,9,9,3,5,1,4,2015,1
2,36,1,3,3,2,8,4,5,9,1,5,1,4,2012,0
1,175,1,3,2,2,1,4,5,9,2,4,1,4,2009,1
1,502,1,2,1,1,2,4,3,9,1,4,1,2,2009,1
1,287,1,2,2,3,1,4,5,5,1,2,1,4,2009,1
1,933,1,2,2,1,9,3,5,9,2,4,1,3,2009,0
2,205,1,2,3,3,2,4,9,9,3,3,1,4,2012,1
2,424,0,3,2,1,1,4,2,9,2,5,1,3,2014,1
1,678,1,2,2,3,1,4,5,9,1,4,1,4,2014,1
1,65,1,2,3,3,1,4,5,9,1,4,1,4,2013,0
1,213,0,2,3,3,8,4,5,5,1,2,1,4,2010,0
2,828,1,3,2,3,2,4,9,9,3,3,1,4,2015,1
1,622,1,1,2,3,1,4,5,5,2,1,1,4,2014,1
1,272,1,2,3,3,8,4,7,9,2,4,1,4,2013,0
1,106,1,3,1,3,1,4,5,5,1,2,1,4,2015,1
1,306,1,1,3,3,8,4,5,9,1,4,1,4,2013,0
2,294,1,1,3,3,1,4,5,5,1,2,1,4,2013,1
2,654,1,2,3,3,8,4,5,5,1,2,1,9,2008,0
2,614,1,3,2,3,8,4,5,5,1,2,1,4,2010,0
1,338,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,807,1,1,2,3,2,4,5,5,1,2,1,4,2013,1
1,137,1,1,2,3,8,4,5,5,1,2,1,4,2013,0
2,778,1,2,2,3,8,4,5,5,1,2,1,9,2009,0
1,15,1,2,3,3,2,4,5,5,2,2,1,4,2012,1
2,604,1,2,2,3,1,4,5,9,1,5,1,4,2014,0
1,768,1,2,3,3,2,4,5,5,1,2,1,4,2010,1
1,848,1,2,3,3,8,4,5,5,1,2,1,4,2010,0
1,316,1,2,2,3,8,4,5,9,2,4,1,4,2014,0
2,949,0,1,2,3,2,4,5,5,1,2,1,9,2009,1
2,776,1,2,2,2,1,4,5,5,1,2,1,4,2012,1
1,174,0,3,1,3,2,4,5,5,1,2,1,4,2015,1
2,793,1,1,3,3,1,4,5,5,1,2,1,4,2014,1
1,249,0,1,2,1,8,4,5,5,1,2,1,3,2010,0
1,495,1,1,3,3,8,4,5,9,1,4,1,4,2010,0
1,760,1,3,3,3,8,4,5,5,1,2,1,4,2012,0
1,361,1,2,3,3,1,4,5,5,1,2,1,4,2011,0
1,225,0,1,2,3,1,4,5,9,1,4,1,4,2008,1
1,197,1,3,1,1,2,4,5,9,2,4,3,2,2012,1
1,905,1,2,3,2,8,4,5,5,1,2,1,4,2008,0
2,992,1,2,3,3,1,4,5,9,2,5,1,9,2008,0
1,202,1,3,3,2,8,4,5,9,2,4,1,4,2009,0
1,347,1,1,3,3,2,4,5,5,1,2,1,4,2015,1
2,707,1,2,3,3,2,4,5,5,2,1,1,4,2013,1
2,909,1,3,2,3,8,4,5,5,1,2,1,4,2012,0
1,217,1,2,3,3,2,4,5,9,2,4,1,4,2010,1
1,720,0,3,2,3,8,4,5,5,1,2,1,4,2008,0
2,807,1,2,2,3,8,4,5,9,2,5,1,4,2012,0
2,830,1,3,3,3,2,4,7,9,1,5,1,4,2013,1
1,77,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
2,545,1,2,2,3,8,4,9,9,9,9,1,9,2008,0
2,627,1,3,3,3,1,4,5,9,1,5,1,4,2013,1
1,922,1,3,3,3,1,4,5,9,1,4,1,4,2015,0
1,352,0,2,2,3,1,4,5,5,1,2,1,4,2010,1
2,502,1,1,3,3,8,4,5,5,1,2,1,4,2010,0
1,192,1,2,2,3,1,4,5,5,1,2,1,4,2013,0
1,756,1,2,3,3,2,4,5,9,1,4,1,4,2011,1
1,968,1,2,3,2,2,4,5,9,2,4,1,4,2009,1
2,635,1,3,3,3,8,4,5,9,2,5,1,4,2013,0
1,260,1,3,3,3,8,4,5,5,1,2,1,4,2012,0
1,873,0,1,2,1,8,4,5,9,2,4,1,3,2008,0
2,246,1,2,2,3,8,4,5,5,1,2,1,4,2011,0
2,397,1,3,3,3,8,4,5,5,1,2,1,4,2010,0
1,953,1,3,3,3,2,4,9,9,2,4,1,4,2015,1
2,58,1,3,2,3,8,4,5,9,2,5,1,9,2009,0
1,590,1,2,3,3,2,4,5,5,1,2,1,4,2010,1
1,396,1,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,607,1,2,3,3,1,4,5,5,1,2,1,4,2015,1
1,125,1,2,3,3,1,4,5,9,1,4,1,4,2010,0
1,31,1,1,2,2,8,4,5,9,1,4,1,4,2013,0
2,913,1,3,3,3,2,4,5,5,1,2,1,4,2012,1
2,522,1,2,3,3,1,4,5,5,1,2,1,4,2013,0
1,587,1,2,3,3,2,4,5,5,1,2,1,4,2011,1
2,439,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,5,1,2,2,1,2,4,9,9,3,4,1,3,2011,1
2,834,1,1,2,3,2,4,5,5,1,2,1,4,2012,1
1,680,0,1,2,3,2,4,9,9,1,2,1,4,2010,1
1,105,0,1,2,3,8,4,5,5,2,1,1,4,2011,0
1,830,1,2,3,3,2,4,5,5,1,2,1,4,2009,1
1,829,1,2,3,3,2,4,5,5,2,1,1,4,2012,1
1,188,1,3,3,3,2,4,5,9,2,4,1,4,2013,1
1,227,1,3,1,1,1,4,1,9,2,4,1,2,2014,1
1,221,1,3,3,3,8,4,7,7,1,2,1,4,2008,0
2,717,1,3,3,3,8,4,5,9,2,5,1,4,2015,0
2,399,1,3,2,3,2,4,5,5,1,2,1,4,2010,1
1,533,1,2,3,3,2,4,5,9,1,4,1,4,2012,1
1,939,1,3,3,3,2,4,5,9,1,4,1,4,2009,1
2,48,1,2,3,3,1,4,5,5,1,2,1,4,2013,1
2,414,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
1,182,1,2,2,1,1,4,5,5,2,1,1,3,2010,1
1,162,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
2,156,1,1,3,3,1,4,5,5,1,2,1,9,2009,1
1,654,1,3,1,2,2,4,7,9,2,4,2,1,2012,1
1,997,0,1,2,3,8,4,5,9,2,4,1,4,2009,0
2,642,1,2,2,3,8,4,5,5,1,2,1,9,2009,0
1,321,1,1,2,2,1,4,5,9,1,4,1,4,2008,0
1,298,1,3,2,3,1,4,5,9,2,4,1,4,2012,0
2,150,1,3,1,2,1,4,2,9,1,5,1,1,2013,0
2,456,1,1,2,3,8,4,5,5,1,2,1,4,2011,0
2,622,0,1,2,2,1,4,5,5,1,2,1,4,2015,1
1,699,1,3,3,3,1,4,5,5,1,2,1,4,2012,1
1,191,0,1,2,3,8,4,5,9,1,4,1,4,2014,0
1,586,1,1,2,2,8,4,5,5,1,2,1,4,2015,0
2,472,0,2,3,3,8,4,5,9,1,5,1,4,2012,0
1,846,1,3,3,3,2,4,5,5,2,1,1,4,2012,1
2,947,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
2,726,1,1,2,2,8,4,5,5,1,2,1,4,2013,0
1,665,0,1,2,3,8,4,5,5,1,2,1,4,2013,0
1,899,1,3,2,3,8,4,5,5,2,1,1,4,2014,0
1,576,1,3,3,3,3,4,9,9,9,4,1,4,2010,1
1,143,1,1,3,3,1,4,5,9,1,4,1,4,2012,1
1,569,1,3,2,3,1,4,2,2,2,1,1,4,2012,0
1,563,1,3,1,3,8,4,9,9,3,4,1,4,2009,0
1,889,1,2,3,3,8,4,5,7,1,2,1,4,2012,0
1,746,1,1,2,3,2,4,5,5,1,2,1,4,2012,1
1,553,1,3,2,3,1,4,3,9,1,4,1,4,2015,0
2,978,1,2,3,3,2,4,2,9,1,5,1,4,2010,1
1,686,1,1,3,2,2,4,5,9,1,4,1,4,2012,1
1,421,1,1,1,3,8,4,5,9,1,4,1,4,2014,0
1,726,1,2,3,3,1,4,5,9,2,4,1,4,2012,1
2,772,1,3,2,3,8,4,7,7,2,1,1,4,2013,0
1,921,1,3,1,3,2,4,5,9,2,4,1,4,2008,1
1,150,1,2,3,3,1,4,5,5,1,2,1,4,2012,1
1,766,1,1,2,2,2,4,5,9,2,4,1,4,2012,1
2,521,0,3,2,3,8,4,5,5,1,2,1,4,2010,0
2,507,1,3,2,3,8,4,5,5,1,2,1,4,2012,0
1,33,1,3,2,2,1,4,5,9,2,4,1,4,2014,0
1,832,1,2,2,3,1,4,5,5,1,2,1,4,2008,0
1,378,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,669,1,1,2,3,2,4,5,5,1,2,1,4,2011,1
2,184,1,1,2,3,8,4,5,5,2,1,1,4,2011,0
2,3,1,3,3,1,1,4,5,5,1,2,1,3,2010,1
1,955,1,3,3,2,1,4,2,9,2,4,1,4,2015,1
1,63,0,1,2,3,2,4,5,5,1,2,2,0,2012,1
1,714,1,1,3,1,1,4,5,9,1,4,1,3,2008,0
1,993,1,1,2,3,2,4,5,5,1,2,1,4,2013,1
2,223,1,3,2,3,1,4,5,9,1,5,1,4,2014,1
2,31,1,1,3,3,8,4,9,9,3,3,1,4,2010,0
1,757,1,3,3,3,1,4,6,6,1,2,1,4,2015,0
2,775,1,2,2,1,1,4,5,5,2,1,1,3,2012,0
1,58,0,1,3,3,8,4,5,5,1,2,1,4,2010,0
2,839,1,2,2,3,2,4,5,5,1,2,1,4,2015,1
1,18,1,3,2,2,8,4,5,9,2,4,1,4,2009,0
1,56,1,1,3,3,1,4,9,9,3,4,1,4,2015,0
1,301,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
2,433,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,343,1,2,2,2,8,4,9,9,3,3,1,4,2010,0
1,469,1,2,3,2,2,4,5,9,2,4,1,4,2015,1
1,967,0,1,2,3,8,4,5,5,2,1,1,4,2012,0
1,38,1,2,2,3,2,4,2,9,1,4,1,4,2011,1
1,66,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,675,1,3,1,2,1,4,2,2,1,2,1,1,2008,0
1,762,1,1,2,3,8,4,5,5,1,2,1,4,2012,0
2,773,1,3,3,3,1,4,5,5,1,2,1,4,2012,1
1,263,1,2,2,3,2,4,5,9,2,4,1,4,2008,1
2,383,0,1,2,2,2,4,5,9,2,5,1,4,2011,1
1,628,1,1,2,1,2,4,5,9,2,4,1,3,2014,1
2,29,1,3,3,3,2,4,5,7,1,2,1,4,2013,1
1,716,1,3,1,1,2,4,3,9,1,4,1,2,2012,1
2,264,1,3,1,9,2,4,3,9,2,5,1,0,2015,1
1,531,1,2,3,3,2,4,5,5,1,2,1,4,2009,1
2,692,0,1,2,2,2,4,5,9,1,5,1,4,2012,1
1,56,1,3,1,2,1,4,2,9,1,4,1,1,2009,1
1,40,1,3,1,3,1,4,5,9,2,4,1,4,2013,0
1,151,0,2,2,3,2,4,9,9,3,3,1,4,2009,1
1,227,1,1,3,3,8,4,5,5,1,2,1,4,2015,0
1,951,1,2,2,1,8,4,5,5,1,2,1,3,2013,0
2,282,1,2,2,3,8,4,9,9,3,5,1,4,2011,0
2,604,1,3,1,2,2,4,2,2,1,2,3,1,2013,1
2,245,1,1,9,3,1,4,2,9,2,5,1,9,2008,1
2,99,1,1,2,3,1,4,5,9,1,5,1,4,2015,1
1,17,1,3,3,3,8,4,5,5,1,2,1,4,2012,0
1,546,0,1,2,1,2,4,5,5,1,2,1,3,2008,1
1,830,1,1,3,3,2,4,9,9,1,2,1,4,2009,1
2,214,1,3,2,2,2,4,9,9,1,5,1,4,2011,1
2,683,1,1,2,2,2,4,5,9,2,5,1,4,2011,1
1,597,1,3,2,2,8,4,5,9,2,4,1,4,2009,0
1,940,1,2,2,3,1,4,5,9,1,2,1,4,2008,1
