"enterprise","record_number","msa","perc_minority","tract_income_ratio","borrower_income_ratio","loan_purpose","federal_guarantee","borrower_race","co_borrower_race","borrower_gender","co_borrower_gender","num_units","affordability","year","type"
2,920,1,2,2,3,1,4,5,9,1,5,1,4,2014,1
1,130,1,2,3,3,8,4,2,9,1,4,1,4,2013,0
1,16,0,2,2,2,8,4,5,5,1,2,1,4,2012,0
2,652,0,1,2,3,8,4,5,5,1,2,1,4,2010,0
1,586,0,2,2,3,2,4,5,5,1,2,1,4,2013,1
1,705,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
1,354,1,2,3,2,2,4,9,9,1,2,1,4,2010,1
2,297,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
1,830,1,3,1,2,1,4,5,5,1,2,1,1,2015,0
1,880,1,3,3,2,2,4,7,9,2,4,1,4,2014,1
1,717,1,3,3,3,8,4,5,5,1,2,1,4,2013,0
1,316,0,1,2,3,1,4,5,5,2,1,1,4,2013,0
1,433,1,1,3,3,2,4,9,9,1,2,1,4,2015,1
2,23,1,3,3,3,1,4,5,9,2,5,1,4,2013,0
1,694,0,1,2,3,1,4,5,5,1,2,1,4,2009,1
2,908,1,2,2,1,8,4,5,5,1,2,1,3,2009,0
1,777,1,2,3,3,2,4,5,9,1,4,1,4,2010,1
2,647,1,1,3,3,8,4,5,5,1,2,1,9,2009,0
2,519,0,3,1,1,1,4,5,5,2,1,1,2,2015,1
1,949,1,2,3,3,8,4,5,5,1,2,1,4,2014,0
1,525,1,2,3,3,2,4,5,5,1,2,1,4,2011,1
1,780,1,3,3,2,2,4,5,9,1,4,1,4,2013,1
1,586,1,3,1,3,2,4,9,9,3,4,1,4,2014,1
1,434,0,3,2,3,2,4,5,9,1,4,1,4,2011,1
1,524,1,3,3,3,8,4,5,5,1,2,1,4,2010,0
2,215,1,3,3,3,1,4,5,9,2,5,1,4,2015,1
2,732,0,3,2,1,2,4,5,9,1,5,1,3,2009,1
2,669,1,3,2,2,1,4,5,9,1,5,1,9,2008,0
1,42,1,2,3,2,1,1,9,9,9,9,1,4,2011,1
1,266,1,2,3,3,1,4,5,9,1,4,1,4,2013,1
1,68,1,1,2,2,8,4,5,9,1,4,1,4,2013,0
1,779,1,2,3,2,8,4,5,5,1,2,1,4,2009,0
1,399,1,3,3,3,8,4,5,9,1,4,1,4,2012,0
2,345,1,1,2,1,2,4,5,9,2,5,1,3,2012,1
2,614,1,2,2,3,2,4,5,5,1,2,1,9,2009,1
1,689,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
2,928,0,2,2,3,1,4,5,5,1,2,1,9,2008,0
1,545,0,2,2,3,1,4,5,5,1,2,1,4,2014,0
1,763,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
1,383,1,2,2,1,2,4,5,9,2,4,1,3,2013,1
1,943,1,2,2,2,1,4,5,9,2,4,1,4,2013,1
2,23,1,3,2,2,2,4,2,9,1,5,1,4,2012,1
2,378,1,3,3,3,2,4,5,5,1,2,1,9,2008,1
1,186,1,2,3,3,1,4,7,5,1,2,1,4,2008,0
1,581,1,2,3,2,1,4,5,9,1,4,1,4,2015,1
2,196,1,2,3,3,2,4,2,9,1,5,1,4,2014,1
1,99,1,3,2,3,2,4,5,5,1,2,1,4,2012,1
1,935,1,3,1,3,8,4,5,5,1,2,1,4,2013,0
2,758,1,3,1,3,8,4,2,9,1,5,1,4,2015,0
1,831,1,3,3,3,2,4,9,5,3,2,1,4,2013,1
1,295,1,2,3,2,2,4,5,5,1,2,1,4,2009,1
2,468,1,2,3,3,2,4,5,9,2,5,1,4,2013,1
2,127,1,2,3,1,8,4,5,9,1,5,1,3,2014,0
2,22,1,1,2,3,1,4,5,5,1,2,1,4,2011,1
1,134,1,3,1,3,1,4,5,5,1,2,1,4,2010,1
1,626,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
2,455,1,3,2,3,8,4,5,9,2,5,1,4,2014,0
1,608,1,2,2,2,1,4,5,9,2,4,1,4,2009,1
1,716,1,2,2,3,1,4,5,5,1,2,1,4,2015,0
1,189,1,2,2,3,8,4,5,9,2,4,1,4,2008,0
2,210,1,2,3,3,2,4,5,9,2,5,1,4,2013,1
1,6,0,1,3,3,8,4,5,5,1,2,1,4,2009,0
1,712,1,2,2,3,2,4,5,9,1,4,4,4,2011,1
2,939,1,3,3,3,8,4,5,5,1,2,1,4,2011,0
1,167,1,3,2,3,1,4,7,9,1,4,1,4,2015,0
1,875,0,2,2,3,2,4,5,5,1,2,1,4,2008,1
1,824,1,2,3,2,8,4,5,9,1,4,1,4,2011,0
1,213,1,1,2,2,1,4,2,2,1,2,1,4,2009,1
2,259,1,1,3,3,1,4,5,5,1,2,1,9,2009,0
1,708,1,3,2,3,2,4,3,5,1,2,1,4,2009,1
1,720,1,3,1,9,2,4,5,9,1,4,1,0,2013,1
2,139,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
2,273,1,1,3,3,1,4,5,9,1,5,1,4,2013,1
2,563,1,3,1,3,2,4,5,9,2,5,3,4,2011,1
2,575,1,3,3,3,1,4,5,5,1,2,1,4,2013,0
2,458,1,1,2,3,2,4,5,5,1,2,1,9,2009,1
2,396,1,1,2,3,2,4,5,9,1,5,1,9,2008,1
1,683,1,3,1,3,1,4,9,9,3,3,1,4,2014,0
2,440,1,2,2,3,8,4,5,9,1,5,1,4,2012,0
1,422,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,328,1,2,3,2,1,4,5,5,2,1,1,4,2009,0
1,800,1,3,3,3,2,4,5,9,1,4,1,4,2009,1
1,379,1,3,3,3,2,4,5,5,2,1,1,4,2014,1
1,390,1,2,1,2,2,4,5,5,1,2,1,1,2012,1
1,623,1,3,3,3,1,4,5,5,1,2,1,4,2011,0
1,829,0,1,2,2,2,4,3,9,1,4,1,4,2012,1
1,777,1,1,3,2,1,4,5,5,1,2,1,4,2011,1
2,799,0,1,2,3,2,4,9,9,3,3,1,9,2009,1
2,928,1,1,3,3,1,4,7,5,1,2,1,9,2009,1
1,357,1,2,2,2,2,4,9,9,3,4,1,4,2014,1
1,320,1,3,3,2,2,4,2,9,1,4,1,4,2011,1
1,216,1,2,3,3,2,4,9,9,3,3,1,4,2009,1
1,621,1,2,3,3,8,4,5,9,1,4,1,4,2010,0
1,887,1,3,3,3,2,4,5,5,1,2,1,4,2012,1
2,794,1,1,2,3,8,4,5,9,1,5,1,4,2010,0
2,73,1,3,2,3,2,4,5,5,1,2,1,4,2015,1
1,590,0,2,2,3,2,4,5,7,1,2,1,4,2012,1
2,341,1,2,3,3,2,4,6,6,1,2,1,4,2012,1
1,424,1,3,1,3,8,4,5,5,1,2,1,4,2008,0
1,537,1,2,3,3,2,4,5,9,1,4,1,4,2010,1
1,660,1,1,3,3,8,4,5,5,1,2,1,4,2012,0
2,41,0,1,2,3,1,4,5,9,1,5,1,4,2014,1
1,101,1,1,2,2,2,4,5,5,1,2,1,4,2009,1
2,830,1,1,3,1,2,4,5,9,2,5,1,3,2009,1
1,583,0,2,2,3,8,4,2,2,1,2,1,4,2010,0
1,372,1,1,3,3,8,4,5,5,1,2,1,4,2009,0
1,637,0,1,2,1,2,4,5,9,1,4,1,3,2010,1
2,158,1,3,1,2,1,4,5,9,1,5,1,1,2014,0
1,859,1,3,3,3,1,4,5,5,1,2,1,4,2014,1
1,718,1,2,3,3,8,4,5,7,1,2,1,4,2010,0
1,196,0,1,2,3,2,4,5,9,1,4,1,4,2011,1
1,93,1,3,2,3,1,4,5,5,1,2,1,4,2013,0
2,324,1,3,3,3,8,4,9,9,1,5,1,4,2014,0
2,62,0,1,1,3,2,4,5,9,2,5,1,4,2012,1
1,454,1,1,3,1,2,4,5,9,2,4,1,3,2013,1
1,315,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
1,448,1,2,3,1,2,4,5,9,2,4,1,3,2009,1
1,337,1,3,1,1,2,4,3,9,2,4,1,2,2014,1
2,942,1,2,2,3,1,4,5,5,1,2,1,4,2015,1
1,535,1,1,2,3,8,4,5,9,1,4,1,4,2011,0
2,62,1,3,1,3,2,4,5,9,1,5,1,4,2013,1
1,678,0,1,2,1,2,4,5,5,1,2,1,3,2013,1
2,704,0,3,2,3,2,4,5,9,1,5,1,4,2014,1
1,988,1,3,2,3,2,4,5,2,1,2,1,4,2014,1
1,70,1,2,3,2,2,4,7,9,2,4,1,4,2014,1
1,697,1,2,3,3,1,4,5,9,2,4,1,4,2012,0
1,530,1,3,3,3,8,4,9,9,1,2,1,4,2010,0
1,353,1,2,2,3,1,4,5,5,2,1,1,4,2008,0
1,958,1,2,3,1,2,4,2,9,2,4,1,3,2011,1
2,917,1,2,3,3,8,4,5,5,1,2,1,4,2012,0
2,368,1,2,3,3,2,4,9,9,3,5,1,4,2010,1
2,884,1,3,2,3,2,4,5,5,1,2,1,4,2012,1
1,869,1,2,3,3,1,4,2,9,1,4,1,4,2008,0
1,509,1,2,2,3,1,4,9,9,3,3,1,4,2015,0
1,929,1,2,3,3,1,4,5,9,1,4,1,4,2013,1
1,318,1,3,2,3,1,4,5,9,1,4,1,4,2008,1
2,487,1,2,2,3,2,4,5,9,1,5,1,4,2015,1
2,423,1,3,3,3,2,4,5,9,1,5,1,4,2015,1
1,599,1,2,2,3,2,4,5,5,1,2,1,4,2015,1
2,505,1,2,2,3,2,4,5,9,1,5,1,4,2013,1
2,515,1,3,2,3,1,4,5,5,1,2,1,4,2013,1
2,575,1,2,3,3,8,4,5,5,2,1,1,4,2015,0
2,915,1,3,1,9,2,4,7,9,1,5,1,0,2013,1
1,446,1,3,2,1,1,4,5,9,1,4,4,3,2010,1
1,600,1,3,3,3,2,4,5,5,1,2,1,4,2012,1
1,116,1,1,2,3,2,4,5,5,1,2,1,4,2011,1
2,770,0,1,2,1,2,4,5,9,1,5,1,3,2009,1
1,578,1,2,3,3,1,4,5,5,2,1,1,4,2012,1
2,35,1,2,3,3,1,4,5,5,1,2,1,4,2013,0
1,277,1,3,1,3,2,4,5,9,1,4,1,4,2011,1
2,224,1,3,2,2,2,4,9,9,3,5,1,9,2008,1
1,79,1,3,2,3,8,4,9,9,4,4,1,4,2008,0
2,773,1,1,3,3,8,4,5,9,2,5,1,4,2012,0
2,192,1,1,3,3,2,4,5,5,2,1,1,4,2015,1
1,343,1,2,3,3,2,4,5,9,1,4,1,4,2010,1
2,426,1,2,2,3,2,4,5,9,2,5,1,4,2013,1
1,779,1,2,3,3,2,4,5,5,2,2,1,4,2009,1
2,478,1,2,2,3,2,4,5,5,1,2,1,4,2015,1
1,545,1,2,3,1,8,4,5,9,1,4,1,3,2009,0
2,660,1,2,2,2,8,4,5,5,1,2,1,9,2009,0
1,341,1,3,3,3,8,4,5,9,2,4,1,4,2012,0
1,689,0,1,2,2,1,4,5,5,1,2,1,4,2014,0
1,249,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,586,0,1,2,2,2,4,5,9,2,4,1,4,2013,1
1,904,1,2,2,3,8,4,5,5,1,2,1,4,2011,0
1,108,1,1,3,3,1,4,5,9,2,4,1,4,2015,0
1,441,1,2,2,3,2,4,5,9,1,4,1,4,2009,1
2,858,1,3,3,3,1,4,5,9,1,5,1,4,2014,1
2,213,1,1,3,3,1,4,5,5,1,2,1,9,2008,1
2,560,0,1,2,3,2,4,5,5,1,2,1,4,2013,1
1,965,1,3,3,3,8,4,5,5,1,2,1,4,2012,0
2,185,1,2,2,2,2,4,7,7,1,2,1,4,2011,1
1,677,1,2,2,3,8,4,9,9,3,3,1,4,2009,0
1,505,1,1,3,3,1,4,5,9,1,4,1,4,2014,1
1,121,1,3,1,2,8,4,7,9,2,4,1,1,2012,0
1,672,1,2,3,3,2,4,5,9,1,4,1,4,2011,1
1,889,1,1,2,2,2,4,5,9,1,4,1,4,2011,1
2,28,1,2,2,2,2,4,9,9,3,5,2,4,2014,1
1,299,1,3,2,3,1,4,5,5,1,2,1,4,2015,0
2,345,0,1,2,3,2,4,5,5,1,2,1,4,2012,1
1,999,1,2,3,2,8,4,5,5,1,2,1,4,2012,0
1,186,1,1,2,3,2,4,5,9,2,4,1,4,2011,1
2,925,1,2,3,3,1,4,9,9,1,2,1,4,2013,1
1,634,1,3,2,3,8,4,2,9,1,4,1,4,2012,0
2,822,1,2,3,3,2,4,5,9,1,5,1,4,2015,1
2,785,1,1,3,3,8,4,9,9,1,2,1,9,2009,0
2,39,1,2,3,3,2,4,2,2,1,2,1,9,2008,1
1,714,1,3,3,3,1,4,7,9,1,4,1,4,2008,1
1,110,0,2,2,3,1,4,9,9,1,2,1,4,2010,1
2,513,1,1,3,3,8,4,2,9,2,5,1,4,2012,0
2,702,1,2,3,2,2,4,5,9,2,5,1,4,2012,1
1,132,1,3,3,3,2,4,7,9,1,4,1,4,2015,1
2,621,1,2,3,3,2,4,5,5,1,2,1,4,2011,1
1,766,1,3,3,2,8,1,7,9,1,4,1,4,2009,0
2,807,1,2,3,3,8,4,5,5,2,1,1,4,2015,0
1,848,1,3,3,3,2,4,5,9,2,4,1,4,2012,1
1,141,1,2,3,2,2,4,5,9,1,4,1,4,2009,1
1,346,1,2,3,2,1,4,5,9,1,4,1,4,2008,0
2,730,1,3,3,3,2,4,9,9,3,3,1,4,2012,1
1,9,1,3,3,3,2,4,9,9,3,3,1,4,2013,1
1,521,1,2,3,3,8,4,5,2,1,2,1,4,2010,0
1,549,1,3,3,3,2,4,5,5,1,2,1,4,2014,1
2,165,0,1,2,3,2,4,5,5,2,1,1,4,2013,1
2,657,1,2,2,3,1,4,5,5,2,1,1,4,2014,0
2,798,1,3,2,3,1,4,5,9,2,5,1,4,2015,0
1,89,1,3,3,2,1,4,4,9,2,4,1,4,2009,1
2,530,1,2,3,3,1,4,9,9,1,2,1,9,2009,1
1,24,1,1,1,3,1,4,5,5,1,2,1,4,2013,0
1,402,1,2,3,3,1,4,5,5,1,2,1,4,2008,1
2,972,1,1,3,2,8,4,5,5,1,2,1,9,2008,0
1,154,1,2,3,3,1,4,5,5,1,2,1,4,2013,0
2,821,0,1,2,2,1,4,5,9,1,5,1,9,2008,1
2,544,1,3,3,3,2,4,5,9,1,5,1,9,2008,1
2,136,1,2,2,3,8,4,2,2,1,2,1,4,2011,0
1,0,0,3,2,3,1,4,2,2,1,2,1,4,2011,0
1,518,1,1,3,2,2,4,5,5,1,2,1,4,2009,1
1,429,0,1,2,3,8,4,5,9,1,4,1,4,2011,0
1,397,1,3,2,2,8,4,9,9,3,4,1,4,2011,0
1,352,1,3,2,3,2,4,5,5,2,1,1,4,2013,1
1,19,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
1,628,1,1,3,2,8,4,5,9,2,4,1,4,2011,0
1,312,1,3,2,3,8,4,5,5,1,2,1,4,2010,0
2,245,1,2,2,3,1,4,5,5,1,2,1,9,2009,1
2,632,1,2,2,2,2,4,9,9,3,5,1,9,2009,1
1,423,1,1,3,1,8,4,5,9,2,4,1,3,2012,0
1,912,1,2,2,1,8,4,5,9,2,4,1,3,2011,0
2,561,1,1,2,1,8,4,5,9,2,5,1,3,2010,0
2,797,1,2,3,3,2,4,5,9,1,5,1,4,2012,1
2,730,1,1,3,3,2,4,5,9,1,5,1,9,2009,1
2,903,1,1,2,3,1,4,5,5,1,2,1,4,2013,1
1,331,1,1,2,3,2,4,5,9,1,4,1,4,2009,1
1,264,1,3,2,3,2,4,5,9,1,4,1,4,2012,1
2,926,1,2,3,3,8,4,9,9,3,5,1,9,2009,0
1,137,1,2,3,2,2,4,5,9,2,4,1,4,2009,1
1,761,1,3,1,1,1,4,7,9,1,4,1,2,2012,0
1,80,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
1,199,1,1,2,2,8,4,5,9,2,4,1,4,2011,0
1,377,1,2,2,3,2,4,5,5,1,2,1,4,2011,1
1,709,1,2,2,3,2,4,5,5,1,2,1,4,2012,1
1,563,1,2,3,3,1,4,5,9,1,4,1,4,2008,0
1,179,1,2,2,2,8,4,9,9,3,3,1,4,2008,0
2,443,1,3,1,2,1,4,5,9,1,5,1,1,2010,1
1,57,1,2,3,2,1,4,2,9,2,4,1,4,2009,1
1,717,1,2,3,3,8,4,5,5,1,2,1,4,2008,0
1,124,1,1,3,3,8,4,5,5,1,2,1,4,2009,0
1,696,1,3,3,3,2,4,5,9,2,4,1,4,2012,1
2,885,1,1,3,2,1,4,5,9,2,5,1,4,2012,0
1,605,0,1,2,3,8,4,5,5,2,1,1,4,2009,0
2,888,0,2,2,3,1,4,5,5,1,2,1,4,2014,0
2,490,1,1,3,3,8,4,9,9,1,5,1,4,2010,0
2,574,1,2,3,3,1,4,6,6,1,2,1,4,2010,1
1,152,1,1,2,3,2,4,2,2,1,2,1,4,2011,1
1,862,1,3,2,1,2,4,3,9,1,4,1,3,2014,1
1,255,0,2,2,3,1,4,5,9,1,4,1,4,2010,1
2,794,1,3,3,3,8,4,6,6,1,2,1,4,2012,0
2,499,1,3,3,3,2,4,2,2,2,1,1,4,2014,1
1,617,1,2,3,3,1,4,2,9,2,4,1,4,2010,1
1,895,1,2,3,3,2,4,5,1,2,2,1,4,2010,1
2,83,1,2,3,3,2,4,5,9,1,5,1,4,2010,1
2,605,1,1,3,3,1,4,5,5,1,2,1,9,2008,0
1,854,1,3,3,3,2,4,4,2,1,2,3,4,2015,1
1,559,1,3,1,3,8,4,9,9,1,1,1,4,2015,0
1,723,1,1,3,3,2,4,5,5,1,2,1,4,2012,1
2,553,1,2,2,3,8,4,5,5,1,2,1,4,2011,0
1,826,1,3,2,3,2,4,5,5,2,1,1,4,2010,1
1,396,0,3,2,3,1,4,3,9,2,4,1,4,2013,1
1,976,1,2,2,3,8,4,5,5,1,2,1,4,2012,0
1,174,0,1,2,3,2,4,5,5,1,2,1,4,2011,1
2,516,1,2,3,3,2,4,5,5,1,2,1,4,2011,1
1,7,1,3,2,3,1,4,2,9,1,4,1,4,2014,1
2,901,1,2,3,3,8,4,5,9,1,5,1,4,2012,0
2,937,0,1,2,2,8,4,5,9,2,5,1,4,2011,0
1,50,1,2,3,2,2,4,5,9,1,4,1,4,2012,1
2,985,1,3,3,3,1,4,7,9,2,5,1,4,2014,0
1,595,1,2,3,3,1,4,9,9,3,4,1,4,2014,1
1,590,1,2,2,2,8,4,5,9,2,4,1,4,2008,0
1,196,1,3,2,3,1,4,5,5,1,2,1,4,2012,1
2,649,1,3,1,1,8,4,3,9,2,5,1,2,2008,0
1,630,0,1,2,1,8,4,5,9,1,4,1,3,2013,0
1,36,1,3,3,3,8,4,7,7,1,2,1,4,2010,0
2,655,0,1,2,3,1,4,5,5,1,2,1,4,2011,1
2,260,1,1,2,3,8,4,9,9,3,3,1,4,2010,0
1,244,1,3,3,3,8,4,5,9,2,4,1,4,2009,0
2,335,1,1,3,2,8,4,5,9,2,5,1,4,2011,0
2,398,1,1,2,3,1,4,5,9,2,5,1,4,2015,1
1,451,1,1,3,3,8,4,5,5,1,2,1,4,2013,0
1,764,1,3,1,3,8,4,5,5,2,1,1,4,2012,0
1,131,1,1,2,2,8,4,9,9,3,3,1,4,2009,0
2,155,1,2,2,3,2,4,5,9,1,5,1,9,2009,1
2,339,1,3,2,3,8,4,9,9,1,2,1,9,2009,0
1,722,1,3,3,3,2,4,9,9,3,4,1,4,2012,1
1,734,1,2,2,3,8,4,6,5,1,2,1,4,2008,0
1,206,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
1,34,1,1,2,3,1,4,5,5,1,2,1,4,2010,0
2,224,1,2,2,3,2,4,5,5,1,2,1,4,2010,1
1,438,1,3,3,3,1,4,5,5,1,2,1,4,2010,1
1,953,1,2,2,3,8,4,5,9,1,4,1,4,2013,0
1,34,1,3,1,3,8,4,7,7,2,1,1,4,2015,0
1,240,1,2,3,3,1,4,9,9,2,4,1,4,2012,1
1,604,1,2,2,1,8,4,9,9,1,4,1,3,2010,0
1,957,1,2,2,2,2,4,5,9,1,4,1,4,2008,1
1,906,1,2,3,3,8,4,5,5,1,2,1,4,2015,0
1,934,0,1,2,1,1,4,5,9,2,4,1,3,2010,1
2,16,1,3,3,3,2,4,7,7,1,2,1,4,2015,1
1,443,1,2,2,2,8,4,5,9,1,4,1,4,2010,0
1,802,1,1,2,3,1,4,5,5,1,2,1,4,2013,1
1,581,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
2,121,1,1,2,3,2,4,5,5,1,2,1,4,2011,1
1,997,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
2,650,1,1,2,3,1,4,5,9,2,5,1,4,2014,1
1,472,1,2,2,3,2,4,5,5,1,2,1,4,2009,1
1,933,1,1,2,1,8,4,5,9,2,4,1,3,2015,0
1,868,1,3,2,3,1,4,5,9,1,4,1,4,2012,1
2,198,1,3,1,2,1,4,7,9,2,5,1,9,2009,0
1,438,1,1,2,3,8,4,5,5,1,2,1,4,2008,0
2,705,1,3,3,2,1,4,9,9,2,5,1,9,2008,0
2,792,1,2,2,3,1,4,5,5,1,2,1,4,2015,1
2,474,1,2,2,3,2,4,5,9,2,5,1,4,2010,1
2,356,1,1,3,3,8,4,5,5,1,2,1,4,2012,0
2,967,1,2,3,3,2,4,5,9,2,5,1,4,2014,1
1,482,0,1,2,3,2,4,5,5,2,1,1,4,2010,1
2,114,1,2,3,3,8,4,5,5,1,2,1,4,2013,0
2,857,1,3,1,2,8,4,5,9,1,5,1,1,2009,0
2,105,1,2,3,3,1,4,5,5,2,1,1,9,2009,0
2,941,1,2,2,3,8,4,5,5,1,2,1,4,2011,0
1,814,1,2,2,3,2,4,5,9,1,4,1,4,2011,1
1,248,1,1,3,3,1,4,5,9,2,4,1,4,2011,1
1,672,0,1,3,3,8,4,5,5,1,2,1,4,2012,0
1,344,1,2,3,3,1,4,5,5,1,2,1,4,2013,1
1,620,1,2,2,3,1,4,5,5,1,2,1,4,2014,0
1,917,1,3,1,2,8,4,3,9,2,4,1,4,2008,0
2,480,1,3,2,3,2,4,7,9,1,5,1,4,2015,1
1,506,1,3,2,2,1,4,5,5,1,2,1,4,2010,1
1,752,1,2,3,3,2,4,5,5,1,2,1,4,2010,1
2,607,1,3,3,3,8,4,6,6,1,2,1,4,2012,0
2,16,1,2,2,1,2,4,5,9,2,5,1,3,2013,1
2,40,1,3,2,3,2,4,9,9,3,3,1,4,2013,1
2,908,1,2,2,9,2,4,5,5,1,2,1,0,2015,1
1,853,1,2,2,3,2,4,9,9,1,2,1,4,2011,1
2,401,1,2,2,2,1,4,9,9,3,5,2,4,2010,1
2,321,1,2,3,3,1,4,5,9,1,5,1,9,2009,0
2,658,1,2,3,3,1,4,5,5,1,2,1,4,2012,0
2,707,1,1,3,2,8,4,5,5,1,2,1,4,2012,0
1,825,1,1,2,3,1,4,5,5,1,2,1,4,2012,0
1,621,1,3,3,3,2,4,9,9,4,4,1,4,2008,1
2,387,1,3,2,3,2,4,9,9,1,5,1,9,2009,1
2,523,1,2,3,3,2,4,5,5,1,2,1,4,2012,1
1,66,1,2,2,2,1,4,5,9,1,4,1,4,2013,1
1,690,1,3,2,1,2,4,5,5,2,1,1,3,2012,1
1,376,1,3,3,3,1,4,5,5,1,2,1,4,2008,0
2,809,1,3,2,1,1,4,2,2,1,2,1,3,2008,1
2,765,1,2,3,3,1,4,2,2,2,1,1,4,2010,1
2,621,1,1,3,3,8,4,5,5,1,2,1,4,2010,0
2,149,1,1,2,2,2,4,5,9,1,5,1,4,2011,1
1,712,1,3,3,3,8,4,7,9,1,4,1,4,2013,0
1,826,1,3,2,3,1,4,5,5,2,1,1,4,2015,0
1,372,1,2,2,3,2,4,5,9,1,4,1,4,2015,1
2,746,1,3,1,1,8,4,5,5,1,2,1,2,2014,0
1,366,1,1,2,3,8,4,5,5,1,2,1,4,2009,0
1,757,1,1,2,1,8,4,5,9,2,4,1,3,2009,0
1,168,1,2,1,1,1,4,5,9,1,4,2,2,2015,1
1,957,0,3,2,3,1,4,5,5,1,2,1,4,2014,1
2,443,1,3,2,3,8,4,5,5,1,2,1,4,2013,0
1,818,1,1,3,3,8,4,5,5,1,2,1,4,2011,0
1,790,0,1,2,3,8,4,5,5,1,2,1,4,2008,0
1,595,1,1,3,3,2,4,5,5,1,2,1,4,2015,1
1,726,1,2,3,3,2,4,5,5,1,2,1,4,2008,1
1,790,1,3,2,1,2,4,7,7,1,2,1,3,2009,1
1,475,1,3,2,1,2,4,5,9,2,4,1,3,2009,1
1,508,1,2,3,2,8,4,5,5,1,2,1,4,2011,0
1,835,1,1,3,3,2,4,5,5,1,2,1,4,2010,1
2,539,1,3,1,2,1,4,5,9,2,5,1,9,2008,1
2,496,1,3,3,3,1,4,5,9,2,5,1,4,2015,0
2,691,1,3,3,3,2,4,3,3,1,2,1,4,2012,1
1,14,1,2,3,2,2,4,9,9,1,2,1,4,2012,1
1,219,1,2,2,2,8,4,5,9,2,4,1,4,2011,0
1,177,1,3,2,3,8,4,5,5,1,2,1,4,2015,0
1,495,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,679,1,3,3,3,2,4,5,9,2,4,1,4,2013,1
1,189,1,2,3,3,1,4,2,9,1,2,1,4,2008,0
2,404,1,3,3,3,8,4,7,5,1,2,1,4,2013,0
1,269,1,3,2,3,8,4,3,9,2,4,1,4,2008,0
1,461,1,3,1,3,8,4,5,9,1,4,1,4,2015,0
1,756,1,1,2,3,1,4,5,5,2,1,1,4,2008,1
2,614,0,1,2,1,2,4,5,9,2,5,1,3,2011,1
1,696,1,2,3,3,8,4,9,9,3,4,1,4,2009,0
1,332,1,1,2,2,2,4,5,5,1,2,1,4,2010,1
1,338,1,2,3,3,1,4,5,5,1,2,1,4,2013,1
1,53,1,2,3,3,8,4,2,2,1,2,1,4,2010,0
2,955,1,2,3,3,2,4,5,9,2,5,1,4,2012,1
1,74,1,3,2,1,1,4,5,5,1,2,1,3,2015,0
1,933,0,2,2,2,2,4,5,9,1,4,1,4,2012,1
1,736,1,2,2,3,8,4,5,7,1,2,1,4,2013,0
2,540,1,1,2,3,8,4,5,9,1,5,1,4,2010,0
1,176,1,2,2,3,1,4,5,5,1,2,1,4,2015,0
2,407,1,2,2,3,1,4,2,5,2,1,1,9,2008,1
2,307,1,2,3,2,2,4,5,9,2,5,1,4,2012,1
1,960,0,3,1,3,8,4,3,9,2,4,1,4,2013,0
1,988,1,1,3,3,2,4,5,5,1,2,1,4,2009,1
1,225,1,3,2,3,2,4,7,7,1,2,1,4,2014,1
1,999,1,3,2,3,2,4,5,5,1,2,4,4,2011,1
1,453,0,2,2,3,8,4,5,5,1,2,1,4,2008,0
1,4,1,1,3,3,2,4,5,9,1,4,1,4,2010,1
2,672,1,2,3,3,1,4,5,9,2,5,1,4,2011,0
2,296,1,1,2,2,8,4,3,9,2,5,1,9,2009,0
2,709,1,2,2,3,1,4,2,2,1,2,1,4,2015,0
1,126,1,3,3,3,2,4,9,9,3,4,1,4,2012,1
1,806,1,3,2,3,2,4,5,5,1,2,1,4,2009,1
1,89,1,2,3,3,2,4,5,5,1,2,1,4,2013,1
1,610,1,1,3,3,2,4,5,5,1,2,1,4,2011,1
1,53,1,3,2,3,1,4,5,5,1,2,1,4,2014,1
2,562,1,2,2,1,8,4,5,9,2,5,1,3,2009,0
1,887,1,1,3,3,8,4,5,5,2,1,1,4,2010,0
1,527,1,1,3,2,1,4,5,9,2,4,1,4,2014,0
1,900,1,3,1,3,2,4,5,5,1,2,1,4,2012,1
1,193,1,1,2,1,2,4,9,9,2,4,1,3,2008,1
1,22,1,1,3,3,1,4,9,9,1,2,1,4,2008,1
2,548,1,1,2,2,8,4,5,9,1,5,1,9,2009,0
2,468,1,2,2,3,2,4,5,7,2,1,1,4,2013,1
1,103,1,3,1,3,1,4,5,5,1,2,1,4,2014,0
2,305,0,2,2,3,1,4,5,9,1,5,1,4,2015,0
