rank,index_1,index_2,index_3,index_4,index_5,index_6
50,1.8508067508354062,-0.285866016465116,1.7180960478252831,1.7180960478252831,1.7180960478252831,1.7180960478252831
51,1.9302177156748725,-0.400418329387253,1.5594744316038829,1.5594744316038829,1.5594744316038829,1.5594744316038829
52,1.9244166023165539,-0.40518859306706173,1.4411952591418073,1.4411952591418073,1.4411952591418073,1.4411952591418073
53,1.7287258085033468,-0.21656969298369788,1.6150550052872672,1.6150550052872672,1.6150550052872672,1.6150550052872672
54,2.05538989825364,-0.4167219667601539,1.896771572200497,1.896771572200497,1.896771572200497,1.896771572200497
55,1.9625587509177909,-0.424652545805659,2.0499974392378078,2.0499974392378078,2.0499974392378078,2.0499974392378078
56,1.999354913698567,-0.2883236868688947,2.20480367973584,2.20480367973584,2.20480367973584,2.20480367973584
57,2.034683057172046,-0.40372993866391493,2.342561510830368,2.342561510830368,2.342561510830368,2.342561510830368
58,1.441515595828955,0.06972226243223881,2.374965019832008,2.374965019832008,2.374965019832008,2.374965019832008
59,1.4584541435008271,-0.049443903598146495,2.5976428655495964,2.5976428655495964,2.5976428655495964,2.5976428655495964
60,1.4422799120079988,-0.12624337117736337,2.874948741801436,2.874948741801436,2.874948741801436,2.874948741801436
61,1.392564006106175,-0.10724782637048019,2.6296445573370595,2.6296445573370595,2.6296445573370595,2.6296445573370595
62,1.4881405574988997,-0.04581670035390323,2.413523392699997,2.413523392699997,2.413523392699997,2.413523392699997
63,1.3647804190678903,0.05943234438258127,2.659009753834744,2.659009753834744,2.659009753834744,2.659009753834744
64,1.2059013418885811,0.10454805562057046,2.8095194599574875,2.8095194599574875,2.8095194599574875,2.8095194599574875
65,1.0881978025607328,0.27511401023249815,2.7471974202152136,2.7471974202152136,2.7471974202152136,2.7471974202152136
66,0.9148894653569172,0.49429290494654343,2.650516404160865,2.650516404160865,2.650516404160865,2.650516404160865
67,1.0440900223853802,0.36970962801374885,2.910662147794153,2.910662147794153,2.910662147794153,2.910662147794153
68,1.295511194810246,0.1238486211375453,3.0701756011408605,3.0701756011408605,3.0701756011408605,3.0701756011408605
69,1.2048615586576599,0.13711727754543887,2.9119130841589596,2.9119130841589596,2.9119130841589596,2.9119130841589596
70,1.647726495226837,-0.05124950485025655,3.0118099938073466,3.0118099938073466,3.0118099938073466,3.0118099938073466
71,1.4921677231823,0.056958826301204316,2.9665895093353543,2.9665895093353543,2.9665895093353543,2.9665895093353543
72,1.3013033063887425,0.1543980681428161,2.9290997349007184,2.9290997349007184,2.9290997349007184,2.9290997349007184
73,1.3485032045870098,0.11392476481792374,3.124020812999383,3.124020812999383,3.124020812999383,3.124020812999383
74,1.3056809955636077,0.0758111003280884,3.134318854827106,3.134318854827106,3.134318854827106,3.134318854827106
75,1.1350727660859878,0.22121601050241138,3.089418397279001,3.089418397279001,3.089418397279001,3.089418397279001
76,1.5565689434613554,-0.03237207869191649,3.083221131276358,3.083221131276358,3.083221131276358,3.083221131276358
77,1.3307230399062344,0.06407121344545676,3.1341453733174003,3.1341453733174003,3.1341453733174003,3.1341453733174003
78,1.1679241275784225,0.3254611411139559,2.945372392432061,2.945372392432061,2.945372392432061,2.945372392432061
79,1.1106018081281184,0.3126178934400375,3.0907908873436294,3.0907908873436294,3.0907908873436294,3.0907908873436294
80,1.453816187969339,0.08978198826628467,3.190696743857684,3.190696743857684,3.190696743857684,3.190696743857684
81,1.5193340136612776,0.05458288633521955,2.9866341008198356,2.9866341008198356,2.9866341008198356,2.9866341008198356
82,1.6708619424035154,0.051025825176855395,3.234108101739507,3.234108101739507,3.234108101739507,3.234108101739507
83,1.4438786891261233,0.09663076914196832,3.3594209638546535,3.3594209638546535,3.3594209638546535,3.3594209638546535
84,1.0943523972249432,0.28599124902925527,3.2874827618040814,3.2874827618040814,3.2874827618040814,3.2874827618040814
85,0.5838314747289636,0.7838426387810674,3.3570228527097816,3.3570228527097816,3.3570228527097816,3.3570228527097816
86,0.38160624198741677,0.7924949174298596,3.5110145170023888,3.5110145170023888,3.5110145170023888,3.5110145170023888
87,0.304666212798492,0.8411556524103103,2.9760764619891926,2.9760764619891926,2.9760764619891926,2.9760764619891926
88,0.1777705699484129,0.797791184189071,2.919745222577865,2.919745222577865,2.919745222577865,2.919745222577865
89,0.19442524266792638,0.7010231125618963,3.138154413548884,3.138154413548884,3.138154413548884,3.138154413548884
90,-0.022036516474755605,0.8298298092377729,3.1882499011134358,3.1882499011134358,3.1882499011134358,3.1882499011134358
91,-0.08206455503452864,0.8547307113926477,2.872600833861332,2.872600833861332,2.872600833861332,2.872600833861332
92,-0.3319887295066364,1.0898748200989863,2.9350086148093384,2.9350086148093384,2.9350086148093384,2.9350086148093384
93,-0.3989728731652338,1.1687962795571298,3.0106245042238062,3.0106245042238062,3.0106245042238062,3.0106245042238062
94,-0.5220728463471591,1.260221560624678,2.613255837787444,2.613255837787444,2.613255837787444,2.613255837787444
95,-0.6929615593575735,1.3871388101121311,2.387388599834067,2.387388599834067,2.387388599834067,2.387388599834067
96,-0.5999018515556008,1.3216777269826372,2.1452771293023227,2.1452771293023227,2.1452771293023227,2.1452771293023227
97,-0.3392396881339966,1.1397430946356002,2.4584321878882154,2.4584321878882154,2.4584321878882154,2.4584321878882154
98,-0.32049741059566783,1.1390109201117928,2.144157293245795,2.144157293245795,2.144157293245795,2.144157293245795
99,-0.33031759135770433,1.1170067665390657,1.8695650753919875,1.8695650753919875,1.8695650753919875,1.8695650753919875
100,-0.42412443659854937,1.1890447017026728,1.7398153555990052,1.7398153555990052,1.7398153555990052,1.7398153555990052
101,-0.45541527857711567,1.1393941191334882,1.6290516606384242,1.6290516606384242,1.6290516606384242,1.6290516606384242
102,-0.46781805860126763,1.1127744694446395,1.7567581140696347,1.7567581140696347,1.7567581140696347,1.7567581140696347
103,-0.6316998428288758,1.2187322461115893,1.5966197294098832,1.5966197294098832,1.5966197294098832,1.5966197294098832
104,-0.6120745952909088,1.3102980786794707,1.5611667784135546,1.5611667784135546,1.5611667784135546,1.5611667784135546
105,-0.5719523914956648,1.2600766823369438,1.7185621246071396,1.7185621246071396,1.7185621246071396,1.7185621246071396
106,-0.7515117467318096,1.4589532022719607,1.6714792054446217,1.6714792054446217,1.6714792054446217,1.6714792054446217
107,-0.8308711630712935,1.414430106294927,1.5858353027898953,1.5858353027898953,1.5858353027898953,1.5858353027898953
108,-0.7899960179630474,1.4195376309397454,1.470316301947804,1.470316301947804,1.470316301947804,1.470316301947804
109,-0.8334171025906076,1.5128592906025815,1.5087217654366403,1.5087217654366403,1.5087217654366403,1.5087217654366403
110,-1.2480211740108695,1.987924302048296,1.5685120111228783,1.5685120111228783,1.5685120111228783,1.5685120111228783
111,-1.4426294720305306,2.1120429565405567,1.3655040374245528,1.3655040374245528,1.3655040374245528,1.3655040374245528
112,-1.3163820258057124,1.9869025764254722,1.6071560914325165,1.6071560914325165,1.6071560914325165,1.6071560914325165
113,-1.6033893455345645,2.3064505843641943,2.0131987567625136,2.0131987567625136,2.0131987567625136,2.0131987567625136
114,-1.5873593768924357,2.2853051290031323,2.121439917185794,2.121439917185794,2.121439917185794,2.121439917185794
115,-1.9866736106584924,2.6416686511084064,1.94611915884638,1.94611915884638,1.94611915884638,1.94611915884638
116,-1.8867418664690772,2.5891114406257967,1.995937308861275,1.995937308861275,1.995937308861275,1.995937308861275
117,-1.9040037505082037,2.6001470291915756,2.126628478925656,2.126628478925656,2.126628478925656,2.126628478925656
118,-1.5775950345066587,2.2643024033896366,2.542559534979744,2.542559534979744,2.542559534979744,2.542559534979744
119,-1.9063175028251542,2.6184500302464317,2.4267653953917354,2.4267653953917354,2.4267653953917354,2.4267653953917354
120,-1.5990354228929995,2.355772167175745,2.7821819566291333,2.7821819566291333,2.7821819566291333,2.7821819566291333
121,-1.105936228556414,1.9196413363997447,3.356130651997286,3.356130651997286,3.356130651997286,3.356130651997286
122,-0.8270677990697078,1.6448257232536725,3.7467189031697994,3.7467189031697994,3.7467189031697994,3.7467189031697994
123,-0.8372393053392913,1.6290734200769261,3.8951555975396475,3.8951555975396475,3.8951555975396475,3.8951555975396475
124,-0.3420019955271162,1.2714603986934128,4.4017580004702666,4.4017580004702666,4.4017580004702666,4.4017580004702666
125,-0.028320584299319437,0.9133078174117218,4.834896118539819,4.834896118539819,4.834896118539819,4.834896118539819
126,-0.6885379251453119,1.5470045542007036,4.105648951923742,4.105648951923742,4.105648951923742,4.105648951923742
127,-0.9106696374403432,1.796328756000436,3.72945950199412,3.72945950199412,3.72945950199412,3.72945950199412
128,-1.4546284496814752,2.255112094440752,3.169818605721942,3.169818605721942,3.169818605721942,3.169818605721942
129,-1.4686793393972457,2.2583138604338555,3.056562784570754,3.056562784570754,3.056562784570754,3.056562784570754
130,-1.3408405368224048,2.1513627216577507,2.8754065144870262,2.8754065144870262,2.8754065144870262,2.8754065144870262
131,-1.23538220707851,2.1012812694396565,2.680406279787144,2.680406279787144,2.680406279787144,2.680406279787144
132,-1.437108821149409,2.3545037501653634,2.4606255121500396,2.4606255121500396,2.4606255121500396,2.4606255121500396
133,-1.4653036463307574,2.3701576694104203,2.193319756189437,2.193319756189437,2.193319756189437,2.193319756189437
134,-1.6236435116914398,2.4765350645541613,2.084649803631678,2.084649803631678,2.084649803631678,2.084649803631678
135,-1.7143577677105306,2.5153998449353003,1.9273279887278183,1.9273279887278183,1.9273279887278183,1.9273279887278183
136,-1.6124783546279315,2.4857938573253935,2.043169908861593,2.043169908861593,2.043169908861593,2.043169908861593
137,-1.5227431442662602,2.3752100103439155,2.1289225061319237,2.1289225061319237,2.1289225061319237,2.1289225061319237
138,-1.2764047163800343,2.1400957649251526,2.2859404531699834,2.2859404531699834,2.2859404531699834,2.2859404531699834
139,-1.0428980306398374,1.9054194200271592,2.1799556720545294,2.1799556720545294,2.1799556720545294,2.1799556720545294
140,-1.1500066039867134,2.0282720691800096,2.054780746860962,2.054780746860962,2.054780746860962,2.054780746860962
141,-1.106300654457593,1.9869992061864645,1.9194015158093374,1.9194015158093374,1.9194015158093374,1.9194015158093374
142,-0.9793813605346254,1.833593825027191,1.8538680017326608,1.8538680017326608,1.8538680017326608,1.8538680017326608
143,-1.2196414737500996,2.0586292013190257,1.8127504019854424,1.8127504019854424,1.8127504019854424,1.8127504019854424
144,-1.5143637264317007,2.2882515702801083,1.617880099419641,1.617880099419641,1.617880099419641,1.617880099419641
145,-1.8812626399356174,2.4511361020555755,1.4460187065981307,1.4460187065981307,1.4460187065981307,1.4460187065981307
146,-1.9095346857447357,2.4055006759846247,1.5162367971563795,1.5162367971563795,1.5162367971563795,1.5162367971563795
147,-1.8173289312219927,2.341936860901998,1.5357820770256858,1.5357820770256858,1.5357820770256858,1.5357820770256858
148,-1.9914776432479147,2.532266500122948,1.3381217980546254,1.3381217980546254,1.3381217980546254,1.3381217980546254
149,-2.1888747682296907,2.661197031580297,1.057466189577119,1.057466189577119,1.057466189577119,1.057466189577119
150,-2.0311381509019535,2.550848937432386,0.9860876973319789,0.9860876973319789,0.9860876973319789,0.9860876973319789
151,-2.1816166571359332,2.649263111435233,0.9156638451882526,0.9156638451882526,0.9156638451882526,0.9156638451882526
152,-2.3015476524178746,2.801037084278314,0.9447848456076109,0.9447848456076109,0.9447848456076109,0.9447848456076109
153,-2.400939142233477,2.9651914806913764,1.0108453049779687,1.0108453049779687,1.0108453049779687,1.0108453049779687
154,-2.204845511477069,2.8448082922126083,1.0912690370453224,1.0912690370453224,1.0912690370453224,1.0912690370453224
155,-2.0737240647771014,2.797229561878469,1.0545817680007252,1.0545817680007252,1.0545817680007252,1.0545817680007252
156,-1.9949708703657512,2.676403691413711,1.1493909977057526,1.1493909977057526,1.1493909977057526,1.1493909977057526
157,-1.856683864664546,2.526158560659178,1.290214322741061,1.290214322741061,1.290214322741061,1.290214322741061
158,-1.339494145912299,2.09844524329645,1.5474011451207568,1.5474011451207568,1.5474011451207568,1.5474011451207568
159,-0.7038876348590495,1.570373637208129,1.8913837921712129,1.8913837921712129,1.8913837921712129,1.8913837921712129
160,-0.32206239468332815,1.0766715442526331,2.1243198892954442,2.1243198892954442,2.1243198892954442,2.1243198892954442
161,-0.5082750070911899,1.3063686517054258,2.1085153424257337,2.1085153424257337,2.1085153424257337,2.1085153424257337
162,-0.6816208669930911,1.5321691000370252,2.0176987021083534,2.0176987021083534,2.0176987021083534,2.0176987021083534
163,-0.5768797976017521,1.4513808848758452,2.2140751797792655,2.2140751797792655,2.2140751797792655,2.2140751797792655
164,-0.20588069183860963,1.0821738284460853,2.380777840129912,2.380777840129912,2.380777840129912,2.380777840129912
165,-0.05833772055562371,0.9254972186552539,2.4542122160718507,2.4542122160718507,2.4542122160718507,2.4542122160718507
166,-0.2939101532329855,1.1356248208551,2.5101786893747677,2.5101786893747677,2.5101786893747677,2.5101786893747677
167,-0.31100435329653975,1.163777570020854,2.416937731574394,2.416937731574394,2.416937731574394,2.416937731574394
168,-0.5104113215887237,1.3123640089434454,2.3150358937690334,2.3150358937690334,2.3150358937690334,2.3150358937690334
169,-0.4834451381418385,1.3045463002535669,2.3684884369438475,2.3684884369438475,2.3684884369438475,2.3684884369438475
170,-0.3196048851682406,1.2011098874081223,2.361104384894683,2.361104384894683,2.361104384894683,2.361104384894683
171,0.07171762717372483,0.7396943060282454,2.359516953995614,2.359516953995614,2.359516953995614,2.359516953995614
172,0.3364742705120242,0.46632389149639786,2.148851270371948,2.148851270371948,2.148851270371948,2.148851270371948
173,-0.13699183052235753,0.8290504851776075,1.8786990040537452,1.8786990040537452,1.8786990040537452,1.8786990040537452
174,0.04007522830758361,0.6038469521980816,1.7046537388070304,1.7046537388070304,1.7046537388070304,1.7046537388070304
175,-0.03922422426433262,0.8114399108594968,1.4122063237002591,1.4122063237002591,1.4122063237002591,1.4122063237002591
176,-0.21871405129924804,0.9440563517213031,1.3320857439768392,1.3320857439768392,1.3320857439768392,1.3320857439768392
177,-0.18120717822619642,0.8891685422856029,1.2104206813334275,1.2104206813334275,1.2104206813334275,1.2104206813334275
178,-0.11250309960017739,0.7833130373611746,1.0316001058886526,1.0316001058886526,1.0316001058886526,1.0316001058886526
179,-0.21328652119655434,0.9735830764684636,0.7081720546955572,0.7081720546955572,0.7081720546955572,0.7081720546955572
180,0.1379270075043392,0.6863875380686881,0.6901767698847434,0.6901767698847434,0.6901767698847434,0.6901767698847434
181,-0.3016081260182896,1.0346708340654696,0.42316189018960515,0.42316189018960515,0.42316189018960515,0.42316189018960515
182,-0.20193119674348192,0.9691355686594069,0.3498821037763911,0.3498821037763911,0.3498821037763911,0.3498821037763911
183,-0.10677923700815918,0.9868894938359705,0.4625780782478457,0.4625780782478457,0.4625780782478457,0.4625780782478457
184,-0.4365819348157408,1.2705037545621112,0.43184808189396734,0.43184808189396734,0.43184808189396734,0.43184808189396734
185,-0.45377944684510535,1.26368024139126,0.40859904891053317,0.40859904891053317,0.40859904891053317,0.40859904891053317
186,-0.9118046322272807,1.4927655424335926,0.3212376840535222,0.3212376840535222,0.3212376840535222,0.3212376840535222
187,-0.9715687524052569,1.5810606236339422,0.41646615957554434,0.41646615957554434,0.41646615957554434,0.41646615957554434
188,-0.9156774723449201,1.479908196996354,0.32069497761428034,0.32069497761428034,0.32069497761428034,0.32069497761428034
189,-0.9375903627210086,1.4589024922289633,0.05468172196167536,0.05468172196167536,0.05468172196167536,0.05468172196167536
190,-1.0114782559059041,1.4996255878621223,-0.4139279928327879,-0.4139279928327879,-0.4139279928327879,-0.4139279928327879
191,-1.008983281372068,1.408796901888778,-0.47945293890039564,-0.47945293890039564,-0.47945293890039564,-0.47945293890039564
192,-1.3785504297355042,1.6917463114447804,-0.6378919063583852,-0.6378919063583852,-0.6378919063583852,-0.6378919063583852
193,-1.3144239312686612,1.6757413171455933,-0.8584907601490068,-0.8584907601490068,-0.8584907601490068,-0.8584907601490068
194,-1.5163589026836217,1.8243304027908354,-0.8784579382148376,-0.8784579382148376,-0.8784579382148376,-0.8784579382148376
195,-1.7079366397379252,1.9402622139721355,-0.9671874459132284,-0.9671874459132284,-0.9671874459132284,-0.9671874459132284
196,-1.827281888086308,1.993202823773701,-0.9286437005422169,-0.9286437005422169,-0.9286437005422169,-0.9286437005422169
197,-1.8944749751986367,1.7954058923115452,-0.9414944700688643,-0.9414944700688643,-0.9414944700688643,-0.9414944700688643
198,-1.6815201981482242,1.6426106356294266,-1.0741041571612726,-1.0741041571612726,-1.0741041571612726,-1.0741041571612726
199,-1.7098386884608412,1.7151044630060273,-1.0686937920104396,-1.0686937920104396,-1.0686937920104396,-1.0686937920104396
200,-1.8531512857684451,1.80178787245381,-1.1677965372646515,-1.1677965372646515,-1.1677965372646515,-1.1677965372646515
201,-1.7342433775870059,1.6680334088251272,-1.234374472737529,-1.234374472737529,-1.234374472737529,-1.234374472737529
202,-1.6776673220834526,1.5590298303426087,-1.2468721350429772,-1.2468721350429772,-1.2468721350429772,-1.2468721350429772
203,-1.804634264690759,1.7242863151924177,-1.2266306069299486,-1.2266306069299486,-1.2266306069299486,-1.2266306069299486
204,-1.8230605499542112,1.7930876015454689,-1.192113986945047,-1.192113986945047,-1.192113986945047,-1.192113986945047
205,-1.9422826972475455,1.8824093177828292,-1.1685735408120168,-1.1685735408120168,-1.1685735408120168,-1.1685735408120168
206,-1.9975288916307097,1.8812650683840075,-1.234187563424407,-1.234187563424407,-1.234187563424407,-1.234187563424407
207,-2.1727877312817623,1.8867951923930146,-1.2922982156613134,-1.2922982156613134,-1.2922982156613134,-1.2922982156613134
208,-2.265335031755408,1.8349551681362564,-1.3367446381393453,-1.3367446381393453,-1.3367446381393453,-1.3367446381393453
209,-2.1159414590446444,1.6585521855577985,-1.3598609439436975,-1.3598609439436975,-1.3598609439436975,-1.3598609439436975
210,-2.0210004624566356,1.5877860208600445,-1.4088994064172362,-1.4088994064172362,-1.4088994064172362,-1.4088994064172362
211,-2.057285872877176,1.60894755871622,-1.4314692229503334,-1.4314692229503334,-1.4314692229503334,-1.4314692229503334
212,-1.9973046178754692,1.585728364852773,-1.4839197618203785,-1.4839197618203785,-1.4839197618203785,-1.4839197618203785
213,-1.9501301897057837,1.4971635857441599,-1.4654827999371716,-1.4654827999371716,-1.4654827999371716,-1.4654827999371716
214,-1.9064433748495189,1.5575340958829798,-1.5489987112739094,-1.5489987112739094,-1.5489987112739094,-1.5489987112739094
215,-2.0228935324468447,1.5998931627135988,-1.525333347269412,-1.525333347269412,-1.525333347269412,-1.525333347269412
216,-2.2771865039376924,1.7788233804624678,-1.535109785314057,-1.535109785314057,-1.535109785314057,-1.535109785314057
217,-2.284424088697168,1.653127859001601,-1.58117125005774,-1.58117125005774,-1.58117125005774,-1.58117125005774
218,-2.2194201112087715,1.6217282945818419,-1.6366164554516618,-1.6366164554516618,-1.6366164554516618,-1.6366164554516618
219,-2.232757416319171,1.6317665084679638,-1.69511159415035,-1.69511159415035,-1.69511159415035,-1.69511159415035
220,-2.057863417792025,1.2824364702038227,-1.8725027697477743,-1.8725027697477743,-1.8725027697477743,-1.8725027697477743
221,-2.1183066924556466,1.2385574431374216,-1.9264899226626653,-1.9264899226626653,-1.9264899226626653,-1.9264899226626653
222,-2.1356638744943415,1.2899623478603908,-1.8457957685088222,-1.8457957685088222,-1.8457957685088222,-1.8457957685088222
223,-2.0475871541075774,1.2115450768347567,-1.894460657209822,-1.894460657209822,-1.894460657209822,-1.894460657209822
224,-2.206433633202692,1.321282612508417,-1.8689131792786446,-1.8689131792786446,-1.8689131792786446,-1.8689131792786446
225,-2.218647333920015,1.3604765403803534,-1.8721964383144905,-1.8721964383144905,-1.8721964383144905,-1.8721964383144905
226,-2.1855910190364183,1.2959150745918042,-1.86980489902331,-1.86980489902331,-1.86980489902331,-1.86980489902331
227,-2.134601257851613,1.118092723710879,-1.963545159215195,-1.963545159215195,-1.963545159215195,-1.963545159215195
228,-2.097826504389677,1.0553315441576487,-1.9921669060631475,-1.9921669060631475,-1.9921669060631475,-1.9921669060631475
229,-2.136768231799286,1.0349968829465266,-1.9934975558388097,-1.9934975558388097,-1.9934975558388097,-1.9934975558388097
230,-2.0992353764922997,1.0052870465947776,-2.011192675262601,-2.011192675262601,-2.011192675262601,-2.011192675262601
231,-2.114964729707614,0.9783640730093114,-1.9727804713287138,-1.9727804713287138,-1.9727804713287138,-1.9727804713287138
232,-2.218862535722207,0.9656071366970563,-1.9702443991972995,-1.9702443991972995,-1.9702443991972995,-1.9702443991972995
233,-2.2501147602171825,0.952415575497842,-1.9524439060748375,-1.9524439060748375,-1.9524439060748375,-1.9524439060748375
234,-2.3534579402748097,1.0686457825187874,-1.9345086418061173,-1.9345086418061173,-1.9345086418061173,-1.9345086418061173
235,-2.3598259604740717,1.096974075943908,-1.933146668900047,-1.933146668900047,-1.933146668900047,-1.933146668900047
236,-2.40141371427814,1.183037983139857,-1.8924176624576643,-1.8924176624576643,-1.8924176624576643,-1.8924176624576643
237,-2.3938189591229504,1.1527411450472569,-1.9022277079358385,-1.9022277079358385,-1.9022277079358385,-1.9022277079358385
238,-2.2892968352850747,1.0678593613726095,-1.9110427322330699,-1.9110427322330699,-1.9110427322330699,-1.9110427322330699
239,-2.286095753361947,0.9906531509422946,-1.8778170540770998,-1.8778170540770998,-1.8778170540770998,-1.8778170540770998
240,-2.37269106120684,1.0493539191786188,-1.8831540193443,-1.8831540193443,-1.8831540193443,-1.8831540193443
241,-2.314492747368604,0.9380307837788381,-1.972333767763875,-1.972333767763875,-1.972333767763875,-1.972333767763875
242,-2.485987555188114,0.9488615276716977,-1.9043735676708469,-1.9043735676708469,-1.9043735676708469,-1.9043735676708469
243,-2.528426474987363,0.9789326598711243,-1.8630004828923579,-1.8630004828923579,-1.8630004828923579,-1.8630004828923579
244,-2.4588288112659167,0.886822512063295,-1.8983925369303447,-1.8983925369303447,-1.8983925369303447,-1.8983925369303447
245,-2.161971907420852,0.3726381350559523,-2.0351771945480244,-2.0351771945480244,-2.0351771945480244,-2.0351771945480244
246,-1.9944226851962366,0.16680308058054116,-2.0650685038328165,-2.0650685038328165,-2.0650685038328165,-2.0650685038328165
247,-2.0402959681398976,0.21670528905352104,-2.1156506111729234,-2.1156506111729234,-2.1156506111729234,-2.1156506111729234
248,-1.8066511255644644,-0.09355647859406745,-2.360883015476417,-2.360883015476417,-2.360883015476417,-2.360883015476417
