code,hclus_tag
stock102517,3
stock102518,1
stock102520,1
stock102523,2
stock102526,1
stock102527,1
stock102535,1
stock102539,1
stock102543,2
stock102558,5
stock102566,1
stock102568,1
stock102572,1
stock102573,1
stock102575,4
stock102578,1
stock102579,1
stock102581,2
stock102583,1
stock102584,5
stock102585,2
stock102586,1
stock102587,4
stock102590,3
stock102602,1
stock102607,1
stock102617,1
stock102626,1
stock102631,3
stock102632,1
stock102638,1
stock102639,5
stock102643,1
stock102646,1
stock102649,1
stock102650,3
stock102659,2
stock102660,1
stock102662,1
stock102663,1
stock102666,1
stock102671,1
stock102675,1
stock102679,4
stock102682,1
stock102683,1
stock102689,4
stock102690,3
stock102691,1
stock102697,3
stock102700,1
stock102702,1
stock102703,4
stock102705,3
stock102708,4
stock102719,1
stock102721,2
stock102727,1
stock102739,3
stock102740,1
stock102744,1
stock102746,1
stock102751,2
stock102753,1
stock102759,2
stock102760,5
stock102761,1
stock102765,5
stock102766,2
stock102770,1
stock102773,4
stock102777,1
stock102786,2
stock102789,1
stock102792,1
stock102797,1
stock102798,4
stock102801,1
stock102804,1
stock102808,2
stock102811,3
stock102814,1
stock102815,1
stock102818,1
stock102820,2
stock102821,1
stock102823,2
stock102827,4
stock102832,1
stock102840,1
stock102844,1
stock102850,1
stock102851,1
stock102859,1
stock102860,1
stock102882,4
stock102895,4
stock102901,1
stock102905,1
stock102907,4
stock102908,1
stock102912,2
stock102916,1
stock102922,2
stock102924,2
stock102926,3
stock102931,1
stock102937,1
stock102942,1
stock102946,3
stock102953,1
stock102954,1
stock102956,1
stock102958,1
stock102959,4
stock102967,2
stock102970,1
stock102972,1
stock102977,5
stock102992,1
stock102993,1
stock102996,3
stock103001,1
stock103005,1
stock103007,1
stock103008,1
stock103017,1
stock103022,1
stock103024,1
stock103026,3
stock103029,1
stock103030,1
stock103051,3
stock103052,1
stock103059,1
stock103063,3
stock103068,1
stock103069,2
stock103073,2
stock103076,1
stock103078,2
stock103080,1
stock103087,1
stock103095,1
stock103099,1
stock103101,3
stock103105,1
stock103110,3
stock103113,1
stock103117,1
stock103125,2
stock103135,4
stock103137,1
stock103140,5
stock103142,1
stock103151,1
stock103152,1
stock103153,1
stock103155,1
stock103156,1
stock103158,3
stock103168,1
stock103172,1
stock103174,2
stock103175,3
stock103182,1
stock103183,3
stock103188,1
stock103189,1
stock103191,3
stock103192,3
stock103193,3
stock103194,2
stock103196,3
stock103197,1
stock103199,2
stock103200,1
stock103201,4
stock103202,1
stock103209,1
stock103218,1
stock103221,4
stock103222,3
stock103230,1
stock103231,1
stock103232,3
stock103235,1
stock103237,2
stock103239,2
stock103241,1
stock103242,3
stock103249,2
stock103265,1
stock103276,4
stock103284,1
stock103285,2
stock103287,5
stock103288,1
stock103289,4
stock103295,2
stock103300,1
stock103309,4
stock103315,1
stock103316,1
stock103317,2
stock103320,1
stock103324,5
stock103330,4
stock103349,1
stock103353,1
stock103355,1
stock103359,2
stock103361,2
stock103364,1
stock103365,4
stock103368,1
stock103369,1
stock103372,1
stock103377,3
stock103381,5
stock103384,1
stock103385,1
stock103391,1
stock103399,1
stock103400,1
stock103409,1
stock103412,1
stock103413,1
stock103418,1
stock103420,1
stock103423,1
stock103424,1
stock103433,1
stock103436,1
stock103443,1
stock103444,2
stock103445,1
stock103447,1
stock103461,1
stock103462,2
stock103464,2
stock103474,1
stock103478,3
stock103479,1
stock103480,1
stock103481,1
stock103486,4
stock103493,1
stock103495,4
stock103501,1
stock103503,1
stock103504,4
stock103525,4
stock103527,5
stock103528,1
stock103534,1
stock103536,4
stock103546,3
stock103553,1
stock103558,1
stock103562,1
stock103563,2
stock103592,4
stock103594,2
stock103596,2
stock103600,1
stock103601,1
stock103604,1
stock103610,4
stock103611,1
