"","date","CO2","sd"
"705",2017-02-02,3.21049,0.0318
"706",2017-02-02,3.08146,0.0192
"707",2017-02-02,2.95471,0.0442
"708",2017-02-02,2.81734,0.0079
"709",2017-02-02,2.8054,0.0099
"710",2017-02-02,2.92494,0.0845
"711",2017-02-02,3.10692,0.0638
"712",2017-02-02,3.27775,0.0271
"713",2017-02-02,3.36547,0.0343
"714",2017-02-02,3.54065,0.1348
"715",2017-02-02,3.50481,0.135
"716",2017-02-02,3.57086,0.0371
"717",2017-02-02,3.66329,0.1539
"718",2017-02-03,3.7282,0.1915
"719",2017-02-03,3.73226,0.0678
"720",2017-02-03,3.83821,0.0429
"721",2017-02-03,3.90393,0.0229
"722",2017-02-03,3.90542,0.0286
"723",2017-02-03,3.88642,0.0307
"724",2017-02-03,3.92722,0.0561
"725",2017-02-03,3.81933,0.0484
"726",2017-02-03,3.6021,0.0548
"727",2017-02-03,3.56357,0.0292
"728",2017-02-03,3.46554,0.025
"729",2017-02-03,3.33728,0.0501
"730",2017-02-03,3.2334,0.0313
"731",2017-02-03,3.29761,0.151
"732",2017-02-03,3.47876,0.0227
"733",2017-02-03,3.49098,0.0269
"734",2017-02-03,3.54869,0.0173
"735",2017-02-03,3.73064,0.0669
"736",2017-02-03,4.0495,0.0815
"737",2017-02-03,4.32132,0.0778
"738",2017-02-03,4.57963,0.0518
"739",2017-02-03,4.67271,0.0158
"740",2017-02-03,4.61526,0.0753
"741",2017-02-03,4.49389,0.1249
"742",2017-02-04,NA,NA
"743",2017-02-04,4.44267,0.045
"744",2017-02-04,4.56951,0.0285
"745",2017-02-04,4.52157,0.025
"746",2017-02-04,4.45813,0.0169
"747",2017-02-04,4.42389,0.0792
"748",2017-02-04,4.59202,0.114
"749",2017-02-04,4.60772,0.0717
"750",2017-02-04,4.56271,0.0605
"751",2017-02-04,4.4296,0.0287
"752",2017-02-04,4.25831,0.0645
"753",2017-02-04,4.02379,0.0607
"754",2017-02-04,3.77865,0.0565
"755",2017-02-04,3.64509,0.0576
"756",2017-02-04,3.53839,0.0441
"757",2017-02-04,3.385,0.0331
"758",2017-02-04,3.30686,0.0235
"759",2017-02-04,3.42,0.0228
"760",2017-02-04,3.38246,0.0542
"761",2017-02-04,3.09497,0.3526
"762",2017-02-04,2.51793,0.0108
"763",2017-02-04,2.53656,0.0102
"764",2017-02-04,2.57786,0.0088
"765",2017-02-04,2.60955,0.0093
"766",2017-02-04,2.71204,0.0664
"767",2017-02-05,2.8966,0.0559
"768",2017-02-05,2.8923,0.045
"769",2017-02-05,2.9595,0.0211
"770",2017-02-05,2.93484,0.009
"771",2017-02-05,2.92722,0.0113
"772",2017-02-05,2.90937,0.0121
"773",2017-02-05,2.94399,0.0233
"774",2017-02-05,3.01094,0.0396
"775",2017-02-05,2.64896,0.0497
"776",2017-02-05,2.29281,0.1584
"777",2017-02-05,1.92593,0.0484
"778",2017-02-05,1.81077,0.0233
"779",2017-02-05,1.7915,0.0113
"780",2017-02-05,1.82545,0.0119
"781",2017-02-05,1.78769,0.0129
"782",2017-02-05,1.74983,0.0137
"783",2017-02-05,1.72035,0.0052
"784",2017-02-05,1.74642,0.0177
"785",2017-02-05,1.82691,0.026
"786",2017-02-05,1.93197,0.0593
"787",2017-02-05,2.20393,0.1738
"788",2017-02-05,2.1595,0.0318
"789",2017-02-05,2.25599,0.1231
"790",2017-02-05,2.24775,0.0133
"791",2017-02-06,NA,NA
"792",2017-02-06,2.34383,0.041
"793",2017-02-06,2.46811,0.0217
"794",2017-02-06,2.50941,0.0027
"795",2017-02-06,2.5172,0.0052
"796",2017-02-06,2.54741,0.0071
"797",2017-02-06,2.55832,0.0049
"798",2017-02-06,2.58974,0.0084
"799",2017-02-06,2.59502,0.0163
"800",2017-02-06,2.34757,0.0418
"801",2017-02-06,2.29234,0.0028
"802",2017-02-06,2.28714,0.005
"803",2017-02-06,2.27024,0.0058
"804",2017-02-06,2.26918,0.0025
"805",2017-02-06,2.26485,0.0115
"806",2017-02-06,2.1517,0.0239
"807",2017-02-06,2.08101,0.014
"808",2017-02-06,2.09192,0.0266
"809",2017-02-06,2.20815,0.0833
"810",2017-02-06,2.43077,0.0679
"811",2017-02-06,2.52064,0.0346
"812",2017-02-06,2.57611,0.0234
"813",2017-02-06,2.69724,0.0716
"814",2017-02-06,2.91413,0.0568
"815",2017-02-06,2.97605,0.0762
"816",2017-02-07,3.13922,0.0647
"817",2017-02-07,3.10306,0.0696
"818",2017-02-07,2.94893,0.0372
"819",2017-02-07,2.98011,0.0958
"820",2017-02-07,2.96567,0.0652
"821",2017-02-07,2.99027,0.0366
"822",2017-02-07,2.99807,0.0423
"823",2017-02-07,3.05152,0.07
"824",2017-02-07,3.01153,0.0079
"825",2017-02-07,3.01217,0.0088
"826",2017-02-07,3.02916,0.0533
"827",2017-02-07,2.91737,0.0307
"828",2017-02-07,2.90804,0.032
"829",2017-02-07,2.9501,0.0245
"830",2017-02-07,3.04189,0.0213
"831",2017-02-07,2.91962,0.0478
"832",2017-02-07,2.90401,0.0259
"833",2017-02-07,2.96521,0.0246
"834",2017-02-07,3.04292,0.0153
"835",2017-02-07,3.13196,0.0704
"836",2017-02-07,3.14387,0.0486
"837",2017-02-07,3.10438,0.0447
"838",2017-02-07,3.15624,0.0361
"839",2017-02-07,3.23524,0.1182
"840",2017-02-08,NA,NA
"841",2017-02-08,3.24062,0.0846
"842",2017-02-08,3.14663,0.0323
"843",2017-02-08,3.17464,0.0126
"844",2017-02-08,3.20675,0.0351
"845",2017-02-08,3.2602,0.0606
"846",2017-02-08,2.91828,0.0589
"847",2017-02-08,2.77206,0.0081
"848",2017-02-08,2.76996,0.0056
"849",2017-02-08,2.54705,0.0534
"850",2017-02-08,2.41865,0.0259
"851",2017-02-08,2.37255,0.0034
"852",2017-02-08,2.39108,0.0127
"853",2017-02-08,2.46568,0.0125
"854",2017-02-08,2.47319,0.0095
"855",2017-02-08,2.41855,0.0168
"856",2017-02-08,2.35843,0.0097
"857",2017-02-08,2.39313,0.015
"858",2017-02-08,2.4633,0.023
"859",2017-02-08,2.53231,0.0172
"860",2017-02-08,2.58742,0.0158
"861",2017-02-08,2.65215,0.0115
"862",2017-02-08,2.72134,0.054
"863",2017-02-08,2.82749,0.0405
"864",2017-02-08,2.9275,0.0512
"865",2017-02-09,2.98904,0.0275
"866",2017-02-09,3.03436,0.043
"867",2017-02-09,3.02663,0.0312
"868",2017-02-09,3.00793,0.0185
"869",2017-02-09,2.98775,0.0054
"870",2017-02-09,2.98681,0.01
"871",2017-02-09,2.98103,0.0031
"872",2017-02-09,2.97904,0.0298
"873",2017-02-09,2.65643,0.0517
"874",2017-02-09,2.54672,0.0099
"875",2017-02-09,2.52258,0.0095
"876",2017-02-09,2.51594,0.0051
"877",2017-02-09,2.51952,0.0035
"878",2017-02-09,2.50909,0.011
"879",2017-02-09,2.46731,0.0035
"880",2017-02-09,2.48268,0.0109
"881",2017-02-09,2.49683,0.0057
"882",2017-02-09,2.52833,0.0249
"883",2017-02-09,2.56925,0.0064
"884",2017-02-09,2.60322,0.0148
"885",2017-02-09,2.6983,0.0512
"886",2017-02-09,2.81599,0.1033
"887",2017-02-09,2.85593,0.0313
"888",2017-02-09,2.96861,0.1087
"889",2017-02-10,NA,NA
"890",2017-02-10,2.86413,0.0131
"891",2017-02-10,2.83969,0.0097
"892",2017-02-10,2.81815,0.0028
"893",2017-02-10,2.8125,0.0049
"894",2017-02-10,2.84639,0.0208
"895",2017-02-10,2.8814,0.0129
"896",2017-02-10,2.95692,0.1228
"897",2017-02-10,2.9568,0.0476
"898",2017-02-10,2.59493,0.0554
"899",2017-02-10,2.5002,0.0067
"900",2017-02-10,2.46877,0.0229
"901",2017-02-10,2.36524,0.0345
"902",2017-02-10,2.28107,0.0043
"903",2017-02-10,2.25846,0.0185
"904",2017-02-10,2.18127,0.012
"905",2017-02-10,2.14851,0.005
"906",2017-02-10,2.18874,0.0128
"907",2017-02-10,2.23541,0.0282
"908",2017-02-10,2.3274,0.0358
"909",2017-02-10,2.4571,0.092
"910",2017-02-10,2.55669,0.036
"911",2017-02-10,2.59306,0.0175
"912",2017-02-10,2.66948,0.0229
"913",2017-02-10,2.72818,0.05
"914",2017-02-11,2.80612,0.0831
"915",2017-02-11,2.83005,0.0644
"916",2017-02-11,2.78466,0.0257
"917",2017-02-11,2.78263,0.0677
"918",2017-02-11,2.83849,0.0337
"919",2017-02-11,2.96199,0.0694
"920",2017-02-11,2.93161,0.0299
"921",2017-02-11,2.90511,0.051
"922",2017-02-11,2.57722,0.0532
"923",2017-02-11,2.48499,0.0178
"924",2017-02-11,2.37731,0.048
"925",2017-02-11,2.22976,0.028
"926",2017-02-11,2.21005,0.0037
"927",2017-02-11,2.20671,0.0079
"928",2017-02-11,2.08447,0.0262
"929",2017-02-11,1.99408,0.0216
"930",2017-02-11,1.98107,0.0206
"931",2017-02-11,2.07923,0.0329
"932",2017-02-11,2.28349,0.1357
"933",2017-02-11,2.23933,0.067
"934",2017-02-11,2.30283,0.063
"935",2017-02-11,2.42816,0.1561
"936",2017-02-11,2.5486,0.0755
"937",2017-02-11,2.57675,0.0251
"938",2017-02-12,NA,NA
"939",2017-02-12,2.60823,0.0461
"940",2017-02-12,2.74854,0.1029
"941",2017-02-12,2.79512,0.0523
"942",2017-02-12,2.79807,0.0209
"943",2017-02-12,2.80929,0.0552
"944",2017-02-12,2.73442,0.0354
"945",2017-02-12,2.75338,0.0115
"946",2017-02-12,2.7735,0.019
"947",2017-02-12,2.51547,0.0456
"948",2017-02-12,2.38961,0.0327
"949",2017-02-12,2.27865,0.0313
"950",2017-02-12,2.1303,0.0436
"951",2017-02-12,2.04647,0.0207
"952",2017-02-12,1.96393,0.0259
"953",2017-02-12,1.85373,0.0141
"954",2017-02-12,1.84224,0.0175
"955",2017-02-12,1.88016,0.0281
"956",2017-02-12,2.1826,0.2175
"957",2017-02-12,2.77819,0.1538
"958",2017-02-12,3.09967,0.1882
"959",2017-02-12,3.23347,0.0529
"960",2017-02-12,3.07387,0.1524
"961",2017-02-12,2.9976,0.0989
"962",2017-02-12,3.03549,0.1174
"963",2017-02-13,3.18567,0.1064
"964",2017-02-13,3.25481,0.0637
"965",2017-02-13,3.10661,0.0607
"966",2017-02-13,3.02486,0.0902
"967",2017-02-13,2.85911,0.0675
"968",2017-02-13,2.8661,0.1048
"969",2017-02-13,2.91875,0.1571
"970",2017-02-13,3.13697,0.1501
"971",2017-02-13,2.57486,0.1318
"972",2017-02-13,2.24434,0.1276
"973",2017-02-13,1.94487,0.0718
"974",2017-02-13,1.82115,0.0245
"975",2017-02-13,1.72092,0.0242
"976",2017-02-13,1.64307,0.0156
"977",2017-02-13,1.61907,0.0107
"978",2017-02-13,1.56668,0.0215
"979",2017-02-13,1.53188,0.0137
"980",2017-02-13,1.64164,0.038
"981",2017-02-13,1.7878,0.0828
"982",2017-02-13,2.0172,0.1607
"983",2017-02-13,2.64781,0.0479
"984",2017-02-13,2.73643,0.0696
"985",2017-02-13,3.05781,0.1414
"986",2017-02-13,3.4898,0.0813
"987",2017-02-14,NA,NA
"988",2017-02-14,3.534,0.0429
"989",2017-02-14,3.5607,0.0263
"990",2017-02-14,3.46379,0.0799
"991",2017-02-14,3.3747,0.087
"992",2017-02-14,3.36715,0.1346
"993",2017-02-14,3.39021,0.0905
"994",2017-02-14,3.51811,0.0482
"995",2017-02-14,3.51022,0.0932
"996",2017-02-14,3.16426,0.0368
"997",2017-02-14,3.19873,0.0867
"998",2017-02-14,3.30429,0.015
"999",2017-02-14,3.27721,0.0214
"1000",2017-02-14,3.35784,0.0379
"1001",2017-02-14,3.26279,0.0877
"1002",2017-02-14,3.19278,0.0117
"1003",2017-02-14,3.22199,0.0178
"1004",2017-02-14,3.29903,0.0171
"1005",2017-02-14,3.34869,0.0214
"1006",2017-02-14,3.49118,0.0826
"1007",2017-02-14,3.55439,0.075
"1008",2017-02-14,3.63504,0.0259
"1009",2017-02-14,3.69683,0.0326
"1010",2017-02-14,3.7705,0.0332
"1011",2017-02-14,3.82464,0.0366
"1012",2017-02-15,3.87534,0.0541
"1013",2017-02-15,3.90578,0.0257
"1014",2017-02-15,3.93764,0.0117
"1015",2017-02-15,3.97827,0.0479
"1016",2017-02-15,3.93717,0.0583
"1017",2017-02-15,3.87538,0.0238
"1018",2017-02-15,3.86679,0.0453
"1019",2017-02-15,3.85641,0.0199
"1020",2017-02-15,3.8091,0.0152
"1021",2017-02-15,3.72388,0.0321
"1022",2017-02-15,3.58959,0.035
"1023",2017-02-15,3.45473,0.0469
"1024",2017-02-15,3.27182,0.0289
"1025",2017-02-15,2.96909,0.1161
"1026",2017-02-15,2.74378,0.0113
"1027",2017-02-15,2.76495,0.0343
"1028",2017-02-15,2.95139,0.047
"1029",2017-02-15,3.10053,0.0665
"1030",2017-02-15,3.31176,0.0689
"1031",2017-02-15,3.44847,0.0662
"1032",2017-02-15,3.52788,0.0412
"1033",2017-02-15,3.55262,0.0726
"1034",2017-02-15,3.60183,0.0995
"1035",2017-02-15,3.70451,0.1552
"1036",2017-02-16,NA,NA
"1037",2017-02-16,3.68634,0.0432
"1038",2017-02-16,3.6174,0.0622
"1039",2017-02-16,3.42141,0.0318
"1040",2017-02-16,3.3029,0.0448
"1041",2017-02-16,3.23444,0.0439
"1042",2017-02-16,3.11316,0.031
"1043",2017-02-16,2.97395,0.0708
"1044",2017-02-16,2.78315,0.0303
"1045",2017-02-16,2.57469,0.0782
"1046",2017-02-16,2.26687,0.1148
"1047",2017-02-16,2.18699,0.0074
"1048",2017-02-16,2.23808,0.0163
"1049",2017-02-16,2.24452,0.0026
"1050",2017-02-16,2.2402,0.0116
"1051",2017-02-16,2.20465,0.0021
"1052",2017-02-16,2.16514,0.0185
"1053",2017-02-16,2.14709,0.0035
"1054",2017-02-16,2.15022,0.0033
"1055",2017-02-16,2.15312,0.0031
"1056",2017-02-16,2.1833,0.0255
"1057",2017-02-16,2.26519,0.0044
"1058",2017-02-16,2.28884,0.0131
"1059",2017-02-16,2.33387,0.0121
"1060",2017-02-16,2.41029,0.0386
"1061",2017-02-17,2.49863,0.0381
"1062",2017-02-17,2.59894,0.0578
"1063",2017-02-17,2.73124,0.0745
"1064",2017-02-17,2.84501,0.1508
"1065",2017-02-17,2.87094,0.0223
"1066",2017-02-17,2.90861,0.0475
"1067",2017-02-17,2.93853,0.0289
"1068",2017-02-17,2.89149,0.0796
"1069",2017-02-17,2.3579,0.0734
"1070",2017-02-17,2.22099,0.0175
"1071",2017-02-17,2.17109,0.0111
"1072",2017-02-17,2.14135,0.0107
"1073",2017-02-17,2.15569,0.0169
"1074",2017-02-17,2.20851,0.0134
"1075",2017-02-17,2.18315,0.0127
"1076",2017-02-17,2.15989,0.0103
"1077",2017-02-17,2.1734,0.0183
"1078",2017-02-17,2.27323,0.0496
"1079",2017-02-17,2.4441,0.0606
"1080",2017-02-17,2.53133,0.0847
"1081",2017-02-17,2.54908,0.0365
"1082",2017-02-17,2.62817,0.0543
"1083",2017-02-17,2.74272,0.0918
"1084",2017-02-17,2.77318,0.0625
"1085",2017-02-18,NA,NA
"1086",2017-02-18,2.91068,0.1628
"1087",2017-02-18,2.86596,0.0477
"1088",2017-02-18,2.97095,0.0418
"1089",2017-02-18,3.01849,0.0545
"1090",2017-02-18,3.06918,0.0874
"1091",2017-02-18,3.10091,0.0418
"1092",2017-02-18,3.14299,0.0386
"1093",2017-02-18,3.2073,0.0484
"1094",2017-02-18,2.86259,0.0865
"1095",2017-02-18,2.63688,0.0295
"1096",2017-02-18,2.55354,0.0233
"1097",2017-02-18,2.56689,0.0317
"1098",2017-02-18,2.49046,0.0216
"1099",2017-02-18,2.43679,0.0172
"1100",2017-02-18,2.2192,0.0583
"1101",2017-02-18,2.04089,0.0436
"1102",2017-02-18,2.07756,0.038
"1103",2017-02-18,2.24341,0.0479
"1104",2017-02-18,2.46232,0.0635
"1105",2017-02-18,2.52067,0.0163
"1106",2017-02-18,2.46821,0.0138
"1107",2017-02-18,2.43701,0.0159
"1108",2017-02-18,2.61269,0.0643
"1109",2017-02-18,2.81312,0.0389
"1110",2017-02-19,2.78237,0.0413
"1111",2017-02-19,2.7786,0.0393
"1112",2017-02-19,2.74692,0.045
"1113",2017-02-19,2.81562,0.0335
"1114",2017-02-19,2.96778,0.0549
"1115",2017-02-19,3.05865,0.0502
"1116",2017-02-19,3.13621,0.1148
"1117",2017-02-19,3.11536,0.1019
"1118",2017-02-19,3.00044,0.0503
"1119",2017-02-19,2.8646,0.0488
"1120",2017-02-19,2.61178,0.0737
"1121",2017-02-19,2.37389,0.06
"1122",2017-02-19,2.13697,0.0852
"1123",2017-02-19,1.5368,0.0932
"1124",2017-02-19,1.40489,0.0116
"1125",2017-02-19,1.51161,0.0451
"1126",2017-02-19,1.64361,0.0297
"1127",2017-02-19,1.74425,0.0339
"1128",2017-02-19,1.89729,0.0441
"1129",2017-02-19,2.0343,0.0345
"1130",2017-02-19,2.16554,0.0249
"1131",2017-02-19,2.26955,0.0296
"1132",2017-02-19,2.36111,0.0199
"1133",2017-02-19,2.37914,0.0044
"1134",2017-02-20,NA,NA
"1135",2017-02-20,2.42558,0.0306
"1136",2017-02-20,2.52891,0.0324
"1137",2017-02-20,2.60535,0.0055
"1138",2017-02-20,2.60725,0.004
"1139",2017-02-20,2.65053,0.0189
"1140",2017-02-20,2.74305,0.031
"1141",2017-02-20,2.8367,0.0287
"1142",2017-02-20,2.87568,0.0535
"1143",2017-02-20,2.4564,0.0552
"1144",2017-02-20,2.39035,0.0097
"1145",2017-02-20,2.18979,0.0801
"1146",2017-02-20,1.95593,0.0538
"1147",2017-02-20,1.81627,0.0151
"1148",2017-02-20,1.73243,0.0398
"1149",2017-02-20,1.59942,0.0157
"1150",2017-02-20,1.53243,0.0219
"1151",2017-02-20,1.48377,0.023
"1152",2017-02-20,1.62333,0.0885
"1153",2017-02-20,1.58087,0.0401
"1154",2017-02-20,1.60744,0.0701
"1155",2017-02-20,1.70963,0.0329
"1156",2017-02-20,1.79014,0.0879
"1157",2017-02-20,1.78433,0.0932
"1158",2017-02-20,1.8271,0.0981
"1159",2017-02-21,1.85954,0.0721
"1160",2017-02-21,1.91051,0.0703
"1161",2017-02-21,1.89539,0.0434
"1162",2017-02-21,1.85982,0.0243
"1163",2017-02-21,1.87609,0.0229
"1164",2017-02-21,1.91861,0.058
"1165",2017-02-21,1.91276,0.0327
"1166",2017-02-21,1.92972,0.0272
"1167",2017-02-21,1.91247,0.0217
"1168",2017-02-21,1.88801,0.0213
"1169",2017-02-21,2.15787,0.0833
"1170",2017-02-21,2.18454,0.0134
"1171",2017-02-21,2.19811,0.0061
"1172",2017-02-21,2.14994,0.0575
"1173",2017-02-21,2.31122,0.0399
"1174",2017-02-21,2.41059,0.0277
"1175",2017-02-21,2.38348,0.0124
"1176",2017-02-21,2.25638,0.1022
"1177",2017-02-21,2.1127,0.0266
"1178",2017-02-21,2.07019,0.0187
"1179",2017-02-21,2.06748,0.0133
"1180",2017-02-21,2.08262,0.01
"1181",2017-02-21,2.08278,0.0078
"1182",2017-02-21,2.12532,0.0146
"1183",2017-02-22,NA,NA
"1184",2017-02-22,2.19096,0.0155
"1185",2017-02-22,2.21997,0.006
"1186",2017-02-22,2.24934,0.0071
"1187",2017-02-22,2.26763,0.0182
"1188",2017-02-22,2.25534,0.0098
"1189",2017-02-22,2.24555,0.0057
"1190",2017-02-22,2.20056,0.0169
"1191",2017-02-22,2.20903,0.0348
"1192",2017-02-22,2.09258,0.0536
"1193",2017-02-22,1.92807,0.0475
"1194",2017-02-22,1.7793,0.0354
"1195",2017-02-22,1.67926,0.016
"1196",2017-02-22,1.64929,0.0049
"1197",2017-02-22,1.65622,0.0066
"1198",2017-02-22,1.57932,0.0184
"1199",2017-02-22,1.57663,0.0286
"1200",2017-02-22,1.57345,0.045
"1201",2017-02-22,1.3912,0.0832
"1202",2017-02-22,1.35784,0.0235
"1203",2017-02-22,1.46187,0.0378
"1204",2017-02-22,1.63688,0.0118
"1205",2017-02-22,1.63604,0.0189
"1206",2017-02-22,1.61523,0.0641
"1207",2017-02-22,1.62152,0.0462
"1208",2017-02-23,1.62451,0.0212
"1209",2017-02-23,1.66522,0.0359
"1210",2017-02-23,1.70831,0.0237
"1211",2017-02-23,1.71728,0.0193
"1212",2017-02-23,1.79186,0.0488
"1213",2017-02-23,1.79449,0.0318
"1214",2017-02-23,1.87065,0.1083
"1215",2017-02-23,1.78326,0.0744
"1216",2017-02-23,1.30095,0.0868
"1217",2017-02-23,1.14714,0.0271
"1218",2017-02-23,1.06351,0.0185
"1219",2017-02-23,1.03938,0.0103
"1220",2017-02-23,1.10196,0.0213
"1221",2017-02-23,1.34845,0.131
"1222",2017-02-23,1.78913,0.0426
"1223",2017-02-23,1.76722,0.0502
"1224",2017-02-23,1.61517,0.0691
"1225",2017-02-23,1.59934,0.0978
"1226",2017-02-23,1.50576,0.0538
"1227",2017-02-23,1.49275,0.0658
"1228",2017-02-23,1.55675,0.0327
"1229",2017-02-23,1.61445,0.0632
"1230",2017-02-23,1.7165,0.0494
"1231",2017-02-23,1.82335,0.1173
"1232",2017-02-24,NA,NA
"1233",2017-02-24,1.84106,0.1
"1234",2017-02-24,1.80451,0.046
"1235",2017-02-24,1.89856,0.0484
"1236",2017-02-24,1.8823,0.0684
"1237",2017-02-24,1.89872,0.0657
"1238",2017-02-24,1.93111,0.0738
"1239",2017-02-24,1.92679,0.0888
"1240",2017-02-24,1.85383,0.0647
"1241",2017-02-24,1.35433,0.0725
"1242",2017-02-24,1.2157,0.0224
"1243",2017-02-24,1.13078,0.0286
"1244",2017-02-24,1.05171,0.0185
"1245",2017-02-24,1.02037,0.0042
"1246",2017-02-24,1.02752,0.0087
"1247",2017-02-24,1.03185,0.0093
"1248",2017-02-24,1.03022,0.0054
"1249",2017-02-24,1.06161,0.037
"1250",2017-02-24,1.21605,0.138
"1251",2017-02-24,1.27665,0.1252
"1252",2017-02-24,1.24635,0.0537
"1253",2017-02-24,1.28853,0.0541
"1254",2017-02-24,1.41439,0.1257
"1255",2017-02-24,1.35663,0.0512
"1256",2017-02-24,1.41748,0.0578
"1257",2017-02-25,1.48498,0.064
"1258",2017-02-25,1.5167,0.0307
"1259",2017-02-25,1.61267,0.0446
"1260",2017-02-25,1.69995,0.0835
"1261",2017-02-25,1.76695,0.101
"1262",2017-02-25,1.87641,0.1519
"1263",2017-02-25,1.77483,0.0228
"1264",2017-02-25,1.7606,0.0982
"1265",2017-02-25,1.22714,0.0897
"1266",2017-02-25,1.07791,0.0235
"1267",2017-02-25,0.97723,0.028
"1268",2017-02-25,0.91385,0.0218
"1269",2017-02-25,0.84979,0.0161
"1270",2017-02-25,0.80735,0.0147
"1271",2017-02-25,0.78428,0.0048
"1272",2017-02-25,0.78349,0.0071
"1273",2017-02-25,0.79197,0.0234
"1274",2017-02-25,0.89473,0.0906
"1275",2017-02-25,0.99441,0.0681
"1276",2017-02-25,1.07843,0.0277
"1277",2017-02-25,1.12405,0.0116
"1278",2017-02-25,1.15495,0.0171
"1279",2017-02-25,1.19237,0.0209
"1280",2017-02-25,1.26425,0.0746
"1281",2017-02-26,NA,NA
"1282",2017-02-26,1.35146,0.0898
"1283",2017-02-26,1.38606,0.0926
"1284",2017-02-26,1.42181,0.0431
"1285",2017-02-26,1.49207,0.0711
"1286",2017-02-26,1.54324,0.0536
"1287",2017-02-26,1.62172,0.076
"1288",2017-02-26,1.61657,0.0278
"1289",2017-02-26,1.54886,0.0547
"1290",2017-02-26,1.07038,0.0898
"1291",2017-02-26,0.94602,0.0133
"1292",2017-02-26,0.84007,0.0324
"1293",2017-02-26,0.75208,0.0138
"1294",2017-02-26,0.71515,0.0041
"1295",2017-02-26,0.71735,0.0112
"1296",2017-02-26,0.72283,0.0063
"1297",2017-02-26,0.74386,0.0181
"1298",2017-02-26,0.80898,0.0239
"1299",2017-02-26,1.00803,0.1793
"1300",2017-02-26,1.05735,0.0605
"1301",2017-02-26,1.32659,0.1473
"1302",2017-02-26,1.40053,0.0085
"1303",2017-02-26,1.41499,0.0387
"1304",2017-02-26,1.43081,0.0357
"1305",2017-02-26,1.48236,0.0243
"1306",2017-02-27,1.58504,0.0412
"1307",2017-02-27,1.62772,0.0409
"1308",2017-02-27,1.64064,0.0063
"1309",2017-02-27,1.66251,0.0102
"1310",2017-02-27,1.70323,0.0122
"1311",2017-02-27,1.80414,0.0999
"1312",2017-02-27,1.92744,0.0619
"1313",2017-02-27,1.91426,0.0522
"1314",2017-02-27,NA,NA
"1315",2017-02-27,1.29552,0.0385
"1316",2017-02-27,1.14115,0.0475
"1317",2017-02-27,1.08216,0.0155
"1318",2017-02-27,1.02185,0.0208
"1319",2017-02-27,1.03106,0.0281
"1320",2017-02-27,1.13149,0.0134
"1321",2017-02-27,1.17276,0.0565
"1322",2017-02-27,1.38309,0.0239
"1323",2017-02-27,1.44466,0.0734
"1324",2017-02-27,1.37004,0.0193
"1325",2017-02-27,1.41831,0.1273
"1326",2017-02-27,1.0284,0.1597
"1327",2017-02-27,1.01992,0.1698
"1328",2017-02-27,1.28736,0.0773
"1329",2017-02-27,1.2839,0.0789
"1330",2017-02-28,NA,NA
"1331",2017-03-07,0.21801,0.0064
"1332",2017-03-07,0.20397,0.0058
"1333",2017-03-07,0.18575,0.003
"1334",2017-03-07,0.16418,0.0167
"1335",2017-03-08,0.11789,0.0232
"1336",2017-03-08,0.16483,0.0031
"1337",2017-03-08,0.17062,9e-04
"1338",2017-03-08,0.17348,4e-04
"1339",2017-03-08,0.17029,0.0026
"1340",2017-03-08,0.15467,0.0024
"1341",2017-03-08,0.1325,0.0171
"1342",2017-03-09,NA,NA
"1343",2017-03-09,0.11702,0.0151
"1344",2017-03-09,0.14721,0.003
"1345",2017-03-09,0.15414,0.0015
"1346",2017-03-09,0.15629,7e-04
"1347",2017-03-09,0.15314,0.0021
"1348",2017-03-09,0.14197,0.0025
"1349",2017-03-09,0.12035,0.018
"1350",2017-03-10,0.11519,0.0146
"1351",2017-03-10,0.14063,0.0029
"1352",2017-03-10,0.1475,7e-04
"1353",2017-03-10,0.14785,9e-04
"1354",2017-03-10,0.14313,0.0025
"1355",2017-03-10,0.1306,0.0032
"1356",2017-03-10,0.10831,0.0177
"1357",2017-03-11,NA,NA
"1358",2017-03-11,0.10845,0.0214
"1359",2017-03-11,0.13647,0.0022
"1360",2017-03-11,0.13541,0.0035
"1361",2017-03-11,0.1289,0.0068
"1362",2017-03-11,0.10149,0.009
"1363",2017-03-12,0.14126,0.0193
"1364",2017-03-12,0.18312,0.0044
"1365",2017-03-12,0.191,7e-04
"1366",2017-03-12,0.19111,0.001
"1367",2017-03-12,0.1866,0.0026
"1368",2017-03-12,0.17374,0.0023
"1369",2017-03-12,0.14981,0.0209
"1370",2017-03-13,NA,NA
"1371",2017-03-13,0.13465,0.016
"1372",2017-03-13,0.16003,0.0016
"1373",2017-03-13,0.16344,8e-04
"1374",2017-03-13,0.16469,8e-04
"1375",2017-03-13,0.16246,0.0015
"1376",2017-03-13,0.15501,0.0026
"1377",2017-03-13,0.133,0.02
"1378",2017-03-14,0.12201,0.013
"1379",2017-03-14,0.14899,0.0034
"1380",2017-03-14,0.15866,0.0022
"1381",2017-03-14,0.16504,7e-04
"1382",2017-03-14,0.16341,0.0019
"1383",2017-03-14,0.14864,0.0037
"1384",2017-03-14,0.12304,0.0197
"1385",2017-03-15,NA,NA
"1386",2017-03-16,0.1313,0.0035
"1387",2017-03-16,0.1337,0.0031
"1388",2017-03-16,0.13567,0.0053
"1389",2017-03-16,0.12762,0.0029
"1390",2017-03-16,0.12092,0.0059
