PC1,PC1_return
3.303479771782909,-0.6264015584140735
3.243484250660745,-0.5513622433695107
3.248194306056126,-0.3097247107611599
3.290237204139253,-0.2398909223161431
3.326825848924584,-0.3784149789375977
3.408788751410085,-0.32891698020074234
3.350817939350881,-0.27686279959941384
3.385253820071009,-0.21017660161693014
3.327604545542656,-0.3247610616557119
3.277648874824698,-0.2888550205069047
3.4786708525836216,-0.34158209217404023
3.3224970878906195,-0.3814503885836069
3.192391459172689,-0.49150824337059545
3.1222005857287742,-0.49938228450651767
3.1652362347443725,-0.4755917806275896
3.0658602295686053,-0.5379108797065248
3.039298381686617,-0.5598880493217884
3.072692265685166,-0.6512872537670473
3.1038241830375806,-0.3969985273521897
3.1586671913595588,-0.49469751033679094
3.195603222554746,-0.4003381714921684
3.1079144779183974,-0.21111042916287978
3.122068741062965,-0.034192809577761725
3.152667881774085,0.09215840429685293
3.262307811534929,0.11197412790742763
3.2905194075358515,0.0462881289069276
3.2210151038403194,-0.03317577300353056
3.164802102721002,0.04151835927279968
3.123942579360494,0.14253496630075346
3.0439072223149832,0.203892332903154
2.950477485247774,0.22435657607892312
2.916583190835587,0.17377230840726174
2.931938414243747,0.11302607188342402
2.862271462154916,0.1668093706109362
2.816807375869752,0.16995736411802737
2.7155509798888433,0.3085188934721432
2.764388296882166,0.3604438801925362
2.6724984003333216,0.30826199863478715
2.658330789474366,0.3412038046546098
2.711715209922422,0.3046906476278813
2.633969965948121,0.2896134939243355
2.5867368585993065,0.3006140312597295
2.602714932271764,0.3161113715853758
2.6114118813447846,0.2920074614227663
2.5371511012101577,0.36973930218214823
2.372368098130062,0.4123918730947362
2.288927710673866,0.4745987400269327
2.185798826883737,0.5178191667829148
2.151851817205785,0.47854369486647663
2.1075872382620484,0.47623934788805233
1.9718111351808427,0.47581971672510104
1.9643570321378314,0.4605613401758232
1.9194553136005224,0.5120691380396364
1.9561030429443125,0.4385527126866466
1.8918718961279515,0.44066875501776565
1.8249783215356277,0.4801492461108988
1.839448024587901,0.438136021600729
1.724690313136924,0.6295336926727718
1.6178576743661564,0.6299713681085936
1.519934574348517,0.6354909236262976
1.403520363937423,0.6987694477271037
1.4702260213633378,0.6411513166258558
1.5458814944436674,0.6337392635037019
1.4129255892389756,0.7029904656441579
1.2926635734427634,0.7981120907841909
1.2922695067259795,0.8453383555003413
1.4939165025061163,0.7025108447834062
1.425837051095968,0.6499759745667638
1.3730994098911389,0.6792386345579694
1.4656962266405018,0.5614153724723974
1.2779130353694386,0.6660955636009405
1.135377398656814,0.7731126123226265
1.0905441188180283,0.775598960090654
1.1008561289058632,0.7704550510724595
1.0581550433048392,0.8570207046069368
1.2444685401761315,0.6431617614936287
1.1399388090844351,0.7479653220666111
1.1501426640172234,0.7771197426624576
1.103263097955367,0.7594330000636923
1.2968653901494651,0.5674635909540985
1.3976186704486107,0.5053326439806548
1.5727341446983343,0.3654782237659965
1.3712184330128103,0.4507903989896678
1.1404211668216933,0.6467323561352253
1.0513822946059248,0.9020933235125426
1.0245494935095996,0.9213962596804487
1.010533939341395,0.9254731172489039
1.0848299916142352,0.8631577080930511
0.996512324921389,0.89092106107787
0.8675762845850308,1.043179323887959
0.7987539296921309,1.096126186337561
